Text,Tuple Pair
The and() method is used to combine two other Predicate functions in the same way I showed in the beginning of this Java functional composition tutorial.,
"The Java Function compose() method composes a new Function instance from the Function instance it is called on, and the Function instance passed as parameter to the compose() method.",
The first example of a higher order function is the Collections.sort() method which takes a Comparator as parameter.,
The call to the map() method of the Stream interface is a non-terminal operation.,
Only the first occurrence of this element will be included in the Stream returned by distinct().,
"The findFirst() method returns an Optional from which you can obtain the element, if present.",
"The Java Stream forEach() method is a terminal operation which starts the internal iteration of the elements in the Stream, and applies a Consumer (java.util.function.Consumer) to each element in the Stream.",
Which element is the largest is determined by the Comparator implementation you pass to the max() method.,
This Optional contains the value (if any) returned by the lambda expression passed to the reduce() method.,
"Note: Even if the class is called RollingBufferInputStream, it is not an InputStream subclass.",
"You can specify fonts for most text objects (Chunk, Phrase, Paragraph etc.)",
"If you already have a finished PDF, and just want to add a header, footer or watermark to it, IText provides the com.itextpdf.pdf.PdfStamper class.",
"You can write text as superscript or subscript using the Chunk class, and it's setTextRise() method.",
"You can add underline and strikethrough text using the Chunk class, and its setUnderline() method.",
"It is now up to the caller of the readMyData() method to decide if an existing MyData instance should be reused, or if a new instance should be created.",
The value returned by write() is the number of bytes copied from the ByteBuffer.,
Here is an implementation of the ring buffer that uses a fill count including the batch put() and take() operations.,"('class', 'collaboration', 'class'): ('Map.put(K key, V value)', 'implementation', 'BlockingQueue.take()')"
"Here is an implementation of the ring buffer that uses a read position and flip marker, including the batch put() and take() operations.","('class', 'collaboration', 'class'): ('Map.put(K key, V value)', 'uses', 'BlockingQueue.take()')"
"If your benchmark method produces multiple results you can pass each of these results to a black hole, meaning calling consume() on the Blackhole instance for each value.",
The javax.servlet.http.HttpServlet class is a slightly more advanced base class than the GenericServlet shown in the Simple Servlet example.,
The easiest way to implement this interface is to extend either the class GenericServlet or HttpServlet.,
Each test method usually tests a single method of the target class.,
"A protected method or field, on the other hand, is also accessible to other classes in the same package, and for subclasses of the unit too.",
"When your business logic class is separated from the boundary class, you can test the business logic class separately.",
Here is the unit test which uses a ByteArrayOutputStream to collect the data written to the OutputStream passed to the MyIOUnit.write() method:,
You may also be able to use the StringReader and StringWriter classes in your unit tests.,"('class', 'collaboration', 'class'): ('java.io.StringReader', 'use', 'java.io.StringWriter')"
"To avoid fragmenting the Java heap with Bytes instances, the Bytes class is designed to be obtained from an ObjectPool .",
To defragment the free blocks you call the defragment() method of the BytesAllocatorManualDefrag .,
The Bytes class represents a byte sequence allocated from a shared byte array.,
"As you can see, the ChannelInitializer is added to the ServerBootstrap using the childHandler() method.",
"By calling sync() on the ChannelFuture the main thread that creates the server waits until the server has started, before continuing.",
The easiest way to create an instance of the RionObjectReader is via the RionObjectReaderBuilder class.,
The RionObjectReader readCyclic() method reads a cyclic object graph stored as RION in a byte array.,
The RionObjectWriter writeAcyclic() can write an acyclic object graph as RION into a byte array.,
When reading a composite RION field you need to use the RionReader moveInto() and moveOutOf() methods.,"('class', 'collaboration', 'class'): ('moveInto()', 'use', 'moveOutOf()')"
"Here are two examples of writing a 32 bit and 64 bit floating point number as RION Float fields to the destination byte array, using the RionWriter writeFloat32() and writeFloat64() methods:","('class', 'collaboration', 'class'): ('writeFloat32()', 'using', 'writeFloat64()')"
The StreamStorageFS class contains a method to read bytes from a stream block file.,
"The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance, into the byte[] array passed as parameter.",
You can always obtain the root directory path a StreamStorageRootFS was created with via its getRootDirPath() method.,
"When you write records to a stream via the StreamStorageFS instance, the StreamStorageFS class will divide the records into multiple files.",
You can read the data stored in a Buffer using the many get...() methods.,
Notice the use of / as directory separator and the use of : as classpath entry separator.,
"However, if you do need to access the body of the HTTP response, you need to register another handler on the HttpClientResponse that is passed as parameter to the first Handler's handle() method.",
"Again, the NetClient's close() method is asynchronous, so the underlying TCP connection may not yet be closed by the time the close() method returns.",
Sending messages via the event bus can be done via either the send() or publish() method on the event bus.,
A verticle has a start() and a stop() method which are called when the verticle is deployed and when it is undeployed.,"('class', 'collaboration', 'class'): ('MonitorMBean.start()', 'and', 'MonitorMBean.stop()')"
The addAll() method takes a Collection as parameter so you can pass either a List or Java Set as parameter,
But no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block,"('method', 'dependency', 'method'): ('Lock.unlock()', 'until', 'Lock.lock()')"
A thread cannot call wait() notify() or notifyAll() without holding the lock on the object the method is called on,
"The Arrays class contains a set of methods called binarySearch(). This method helps you perform a binary search in an array. The array must first be sorted. You can do so yourself, or via the Arrays.sort() method covered earlier in this text.",
java.lang.ThreadLocal is possible to set an initial value for a Java ThreadLocal which will get used the first time get() is called before set() has been called with a new value,"('method', 'dependency', 'method'): ('TemporalAccessor.get(TemporalField field)', 'before', 'List.set(int index, E element)')"
Adding and getting elements to a generic Map is done using the put() and get() methods just like you have always done,"('class', 'collaboration', 'class'): ('Map.put(K key, V value)', 'like', 'TemporalAccessor.get(TemporalField field)')"
Deque.pollLast() is different than removeLast() which throws an exception if the Deque is empty,"('method', 'difference', 'method'): ('Deque.pollLast()', 'different', 'Deque.removeLast()')"
The tailSet() method works the same way as the headSet() method except it returns all elements that are equal to or higher than the given parameter element,"('method', 'difference', 'method'): ('NavigableSet.tailSet(E fromElement, boolean inclusive)', 'except', 'NavigableSet.headSet(E toElement, boolean inclusive)')"
"You can also obtain an Iterator from many of the Java Collection data structures, e.g. a List, Set, Map, Queue, Deque or Map.",
java.io.Writer works just like combining the Reader with InputStream or the Writer with OutputStream,
Remember that even if the 4 threads call wait() and notify() on the same shared string instance the signals from the doWait() and doNotify() calls are stored individually in the two MyWaitNotify instances,"('class', 'collaboration', 'class'): ('Object.wait(long timeout)', 'shared', 'Object.notify()')"
The bigger the result String grows the longer it takes to copy the characters from it into a new StringBuilder and again copy the characters from the StringBuilder into the temporary String created by the toString() method,"('class', 'collaboration', 'class'): ('java.lang.StringBuilder', 'copy', 'java.lang.String')"
The logp() methods work like the log() methods except each method take an extra two parameters The sourceClass and sourceMethod parameter,"('method', 'difference', 'method'): ('Logger.logp(Level level, String sourceClass, String sourceMethod, String msg)', 'except', 'Math.log(double a)')"
But since the thread waiting in lock() has not yet called queueObject.wait() the call to queueObject.notify() passes into oblivion,"('method', 'replacement', 'method'): ('Lock.lock()', 'passes into oblivion', 'Object.wait(long timeout)')"
Since PipedOutputStream is a subclass of OutputStream PipedOutputStream has the same basic methods and use patterns as an OutputStream,"('method', 'replacement', 'method'): ('java.io.PipedOutputStream', 'same', 'java.io.OutputStream')"
You can convert a Java Set to a Java List by creating a List and calling its addAll() method passing the Set as parameter to the addAll() method,"('class', 'conversion', 'class'): ('java.util.Set', 'convert', 'java.awt.List')"
Even though the Java Networking APIs enable you to open and close network connections via sockets all communication happens via the Java IO classes InputStream and OutputStream,"('class', 'collaboration', 'class'): ('java.io.InputStream', 'via', 'java.io.OutputStream')"
Again here the first() and next() methods return the unicode index of the found word boundary,"('class', 'collaboration', 'class'): ('CharacterIterator.first()', 'return', 'Iterator.next()')"
Obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"('method', 'replacement', 'method'): ('Collection.contains(Object o)', 'operator', 'Object.equals(Object obj)')"
Both Java File and FileChannel works but in case you want a pure Java NIO solution use the Java NIO FileChannel class,"('class', 'collaboration', 'class'): ('java.io.File', 'works', 'java.nio.channels.FileChannel')"
If you need an integer value use the round() floor() or ceil() method,
The poll() and remove() both removes the first element in the Queue. They differ in how they behave if the Queue is empty. The poll() method returns null if the Queue is empty. The remove() method throws an exception if the Queue is empty.,"('method', 'difference', 'method'): ('Queue.poll()', 'differ', 'Collection.remove(Object o)')"
"The add() and offer() methods differ in how the behave if the Queue is full, so no more elements can be added. The add() method throws an exception in that case, whereas the offer() method just returns false.","('method', 'difference', 'method'): ('Collection.add(E e)', 'differ', 'BlockingQueue.offer(E e, long timeout, TimeUnit unit)')"
Each of the methods ceilingEntry() floorEntry() higherEntry() and lowerEntry() will be covered in the following sections,"('class', 'collaboration', 'class'): ('NavigableMap.higherEntry(K key)', 'covered', 'NavigableMap.lowerEntry(K key)')"
To do so set the upper bound to 1 and have the call to take() and release() guard the critical section,"('class', 'collaboration', 'class'): ('BlockingQueue.take()', 'guard', 'FileLock.release()')"
Once you have opened a socket (network connection) though you read and write data to and from it via Java IO InputStream and OutputStream classes,"('class', 'collaboration', 'class'): ('java.io.InputStream', 'via', 'java.io.OutputStream')"
Many of the core components in the Java Collection API rely on the correct implementation of the `hashCode()` and `equals()` methods.,"('class', 'collaboration', 'class'): ('`hashCode()`', 'rely on', '`equals()`')"
java.io.PrintWriter example first creates a PrintWriter instance which is connected to a FileWriter,"('class', 'collaboration', 'class'): ('java.io.PrintWriter', 'connected', 'java.io.FileWriter')"
InputStream.read() example creates an AsynchronousFileChannel and then creates a ByteBuffer which is passed to the read() method as parameter along with a position of 0,"('method', 'dependency', 'method'): ('java.nio.channels.AsynchronousFileChannel', 'passed', 'java.nio.ByteBuffer')"
java.lang.StringBuffer text explains how to use the SimpleDateFormat class to format dates,"('method', 'implementation', 'method'): ('java.lang.StringBuffer', 'use', 'java.text.SimpleDateFormat')"
In general you can call the markSupported() method to find out if mark() and reset() are supported on a given InputStream or not but the BufferedInputStream supports them,"('class', 'collaboration', 'class'): ('ImageInputStream.mark()', 'supports', 'Checksum.reset()')"
"The newLine() method which can write a new-line character to the underlying Writer. In addition, you may need to call flush() if you need to be absolutely sure that the characters written until now is flushed out of the buffer and onto the network or disk.","('method', 'dependency', 'method'): ('BufferedWriter.newLine()', 'need', 'Flushable.flush()')"
Queue.poll() is different than remove() which throws an exception if the Deque is empty,"('method', 'difference', 'method'): ('Queue.poll()', 'different', 'Collection.remove(Object o)')"
Notice the two synchronized blocks inside the set() and get() method. Notice how the blocks are placed last and first in the two methods.,"('class', 'collaboration', 'class'): ('List.set(int index, E element)', 'synchronized', 'TemporalAccessor.get(TemporalField field)')"
"The replace() method will only insert the new value if there is already an existing value mapped to the key. If no existing value is mapped to the given key, no value is inserted. This is different from how put() works, which always insert the value no matter what.","('method', 'difference', 'method'): ('Map.replace(K key, V oldValue, V newValue)', 'different', 'Map.put(K key, V value)')"
The logrb() methods work like the log() methods too except they can obtain the log messages from a resource bundle,"('method', 'difference', 'method'): ('Logger.logrb(Level level, String sourceClass, String sourceMethod, String bundleName, String msg)', 'except', 'Math.log(double a)')"
The Handler in the Java Logging API use a java.util.logging.Formatter to format the LogRecord before writing it to an external system,"('class', 'collaboration', 'class'): ('java.util.logging.Handler', 'use', 'java.util.Formatter')"
