Original Text,NULL
In many cases it would have made sense to place the getLicensePlate() method in the Vehicle class where the licensePlate field is located.,"(""getLicensePlate()"", ""The method getLicensePlate() is suggested to be placed in the Vehicle class because it relates to the licensePlate field within that class."", ""Vehicle"")"
"Here is the same instanceof example, but using a Truck object instead of a Car object: Truck truck = new Truck(); Vehicle vehicle = truck; boolean isCar = vehicle instanceof Car; After executing this code the isCar will contain the value false.","(""Truck"", ""Truck is a type of Vehicle, as it is being assigned to a Vehicle reference."", ""Vehicle""); (""Vehicle"", ""The Vehicle reference is checked to see if it is an instance of Car, indicating a relationship between Vehicle and Car."", ""Car"")"
The updateLicensePlate() method sets the license plate value on the licensePlate field in the Car class.,"(""updateLicensePlate"", ""The updateLicensePlate method is defined within the Car class."", ""Car"")"
"The getLicensePlate() method, however, returns the value of the licensePlate field in the Vehicle class.","(""getLicensePlate"", ""The getLicensePlate() method is defined within the Vehicle class."", ""Vehicle"")"
"If you override a method in a subclass, and the method is all of a sudden removed or renamed or have its signature changed in the superclass, the method in the subclass no longer overrides the method in the superclass.","(""Subclass"", ""The method in the subclass overrides the method in the superclass."", ""Method"")"
Here is a Java instanceof example illustrating the comparison of null against a class:,"(""Java"", ""Java is a programming language that uses instanceof as a method for type comparison."", ""instanceof"")"
"That is because it is not the reference type that is compared against the target class or interface, but the actual type of the referenced object.","(""ReferenceType"", ""The reference type is compared against the target class or interface."", ""TargetClass"")"
"A Java interface is a bit like a Java class, except a Java interface can only contain method signatures and fields.","(""Java Interface"", ""A Java interface is similar to a Java class, indicating a relationship between the two concepts."", ""Java Class""); (""Java Interface"", ""A Java interface can contain method signatures, establishing a direct relationship."", ""method signatures"")"
The class does not need to implement (declare) the variables of an interface.,NULL
"You must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.",NULL
"While it is normally possible for a class to implement multiple interfaces even if the interfaces contain methods with the same signature, this is not possible if one or more of these methods are default methods.","(""Class"", ""A class can implement multiple interfaces."", ""Interfaces""); (""Interfaces"", ""Interfaces contain methods with the same signature."", ""Methods"")"
In both of the above situations the Java compiler requires that the class implementing the interface(s) explicitly implements the method which causes the problem.,"(""Java Compiler"", ""The Java Compiler requires that the class implementing the interface(s) explicitly implements the method."", ""Interface"")"
The implementation in the class takes precedence over any default implementations.,NULL
"Since the return value of produce() is Object, it can return any Java object.",NULL
"Notice how the object returned from the carProducer.produce() method call has to be cast to a Car instance, because the produce() method return type is Object.","(""carProducer"", ""carProducer is the package that contains the produce() method."", ""produce"")"
"As you can see, since the generic type for the CarProducer instance is set to Car, it is no longer necessary to cast the object returned from the produce() method, since the original method declaration in the MyProducer interface states, that this method returns the same type as is specified in the generic type when used.","(""CarProducer"", ""The CarProducer class has a method called produce that is related to its functionality of producing Car instances."", ""produce""); (""MyProducer"", ""The produce method is declared in the MyProducer interface, indicating a direct relationship between the interface and the method."", ""produce"")"
Now the result variable would end up with the value 12.5.,NULL
The example above defines a method called writeText inside a class named MyClass.,NULL
This would happen sometime at runtime - depending on when the application tried to use the missing class.,NULL
This example module descriptor declares that it requires the standard Java module named javafx.graphics.,NULL
Here is how you run the main class from a Java module JAR file:,NULL
In Java nested classes are classes that are defined inside another class.,NULL
Notice how you put new after the reference to the outer class in order to create an instance of the inner class.,NULL
"As you can see, an anonymous class implementing an interface is pretty similar to an anonymous class extending another class.","(""AnonymousClass"", ""An anonymous class can implement an interface."", ""Interface"")"
"Users of the Cache class may never see the CacheEntry class, if they have no need to obtain information about the CacheEntry itself, but only the cached value.",NULL
"If the classes A and B are located in the same Java package, there is no problem with the code above.","(""A"", ""Class A is located in the same Java package as Class B."", ""Java package"")"
"Instead of having a fixed number of layer packages which keep growing in number of classes, you get a growing number of application functionality packages with a smaller number of classes inside.","(""LayerPackages"", ""Layer packages contain a growing number of classes."", ""Classes"")"
A Java Record is a special kind of Java class which has a concise syntax for defining immutable data-only classes.,NULL
You can add instance methods to a Java Record definition - just like you can with a regular Java class.,NULL
Notice how the brandAsLowerCase() method calls the auto-generated brand() method internally.,NULL
"As you can see, a new StringBuilder is created, passing along the first String to its constructor, and the second String to its append() method, before finally calling the toString() method.","(""StringBuilder"", ""The append() method is called on the StringBuilder instance to append a String."", ""append"")"
You can search for substrings in Strings using the indexOf() method.,NULL
The Java String class also has a lastIndexOf() method which finds the last occurrence of a substring.,NULL
The Java String class contains a method called trim() which can trim a string object.,NULL
"If not, the default toString() method (inherited from the Object class) will get called.",NULL
From Java 13 the Java String class got a new method called translateEscapes() which can translate escape codes that exist inside a String in the same way the Java compiler translates them.,NULL
When you create an instance of a class (an object) the object can have methods you can execute.,"(""Class"", ""A class is used to create an instance, which is referred to as an object."", ""Object"")"
The second line assigns the floating point value 199.99 to the floating point variable named myFloat.,NULL
"When you click the ""Run..."" option, IntelliJ IDEA will first compile your Java class, and then run it.",NULL
"The logrb() methods work like the log() methods too, except they can obtain the log messages from a resource bundle.",NULL
You can obtain the parent Logger of a given Logger using the getParent() method.,NULL
The getParameters() method returns the parameters to be inserted into the message of this LogRecord.,NULL
The getResourceBundle() method returns the ResourceBundle (if any) used to localize the message of this LogRecord.,"(""getResourceBundle"", ""The getResourceBundle() method returns the ResourceBundle used to localize messages."", ""ResourceBundle"")"
"Note: This tutorial does not cover the other popular Java logging API's (Log4J, SLF4J, Apache Commons Logging, LogBack etc.).",NULL
Receiving data via a DatagramSocket is done by first creating a DatagramPacket and then receiving data into it via the DatagramSocket's receive() method.,"(""DatagramSocket"", ""DatagramSocket is used to receive data into a DatagramPacket."", ""DatagramPacket"")"
The java.net package contains two interesting classes: The URL class and the URLConnection class.,"(""java.net"", ""The URL class is part of the java.net package."", ""URL"")"
You can check the when the read operation is finished by calling the isDone() method of the Future instance returned by the read() method.,"(""isDone"", ""isDone() is a method of the Future class that checks if the read operation is finished."", ""Future"")"
Each way to write data call one of the write() methods of the AsynchronousFileChannel.,NULL
The int returned by the read() method tells how many bytes were written into the Buffer.,NULL
There is no guarantee of how many bytes the write() method writes to the FileChannel.,NULL
You can obtain the current position of the FileChannel object by calling the position() method.,NULL
The Files.createDirectory() method creates a new directory from a Path instance.,"(""createDirectory()"", ""The createDirectory() method is a part of the Files class, which is responsible for creating directories."", ""Files"")"
The Java NIO Files class also contains a function for moving files from one path to another.,NULL
Here is a walkFileTree() that extends SimpleFileVisitor to look for a file named README.txt :,"(""WalkFileTree"", ""WalkFileTree is a method that extends the SimpleFileVisitor class."", ""SimpleFileVisitor"")"
"By walking through all directories and deleting all files (inside visitFile()) in each directory, and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files.",NULL
"In many cases though, you can replace the use of the File class with use of the Path interface.",NULL
The normalize() method of the Path interface can normalize a path.,NULL
"As you saw in the previous section, when you register a Channel with a Selector the register() method returns a SelectionKey objects.","(""Channel"", ""Channel is registered with a Selector."", ""Selector"")"
"You can also attach an object already while registering the Channel with the Selector, in the register() method.","(""Channel"", ""The Channel can be registered with the Selector, indicating a relationship between the two classes."", ""Selector""); (""Channel"", ""The register() method is used to register the Channel object."", ""register"")"
NOTE: Only the interfaces specifically declared implemented by a given class is returned.,NULL
All you need to do is to obtain a ClassLoader and call its loadClass() method.,NULL
"When the MyAction class calls methods on the IMyFactory instance injected into its constructor by the container, the method calls are translated into calls to the IContainer.instance() method, which is the method you use to obtain instances from the container.","(""MyAction"", ""MyAction class calls methods on the IMyFactory instance injected into its constructor."", ""IMyFactory""); (""IMyFactory"", ""The method calls on IMyFactory are translated into calls to the IContainer.instance() method."", ""IContainer"")"
"You cannot ask for getters and setters explicitly, so you will have to scan through all the methods of a class and check if each method is a getter or setter.",NULL
To access a private field you will need to call the Class.getDeclaredField(String name) or Class.getDeclaredFields() method.,"(""Class"", ""getDeclaredField is a method of the Class class that retrieves a field by name."", ""getDeclaredField"")"
"By calling Field.setAcessible(true) you turn off the access checks for this particular Field instance, for reflection only.",NULL
"The methods Class.getMethod(String name, Class[] parameterTypes) and Class.getMethods() methods only return public methods, so they won't work.","(""Class"", ""Class is the containing class for the method getMethod."", ""getMethod""); (""Class"", ""Class is the containing class for the method getMethods."", ""getMethods""); (""getMethod"", ""getMethod takes a String parameter as an argument."", ""String"")"
"It will explain the basics of Java Reflection including how to work with arrays, annotations, generics and dynamic proxies, and do dynamic class loading and reloading.","(""Java Reflection"", ""Java Reflection explains how to work with arrays."", ""arrays""); (""Java Reflection"", ""Java Reflection explains how to work with annotations."", ""annotations""); (""Java Reflection"", ""Java Reflection explains how to work with generics."", ""generics""); (""Java Reflection"", ""Java Reflection explains how to work with dynamic proxies."", ""dynamic proxies""); (""Java Reflection"", ""Java Reflection explains how to do dynamic class loading."", ""dynamic class loading"")"
"For instance, if you are introspecting a String array, you can detect that the element type is String by inspecting the array class.",NULL
"For instance, the character class [a-zA-Z] will match all letters between a and z or between A and Z .","(""Character"", ""The character class matches all uppercase letters between A and Z."", ""A-Z"")"
"For that, you need to use the find(), start() and end() methods.","(""find"", ""Both methods are used in the context of performing operations."", ""start""); (""find"", ""Both methods are used in the context of performing operations."", ""end"")"
"In other words, if the regular expression matches the beginning of a text but not the whole text, lookingAt() will return true, whereas matches() will return false.",NULL
"In case you have started matching occurrences in a string via the find() method, the Matcher will internally keep a state about how far it has searched through the input text.",NULL
The Matcher replaceAll() and replaceFirst() methods can be used to replace parts of the string the Matcher is searching through.,"(""Matcher"", ""The replaceAll method is a method of the Matcher class used for string replacement."", ""replaceAll"")"
A regular expression is also sometimes referred to as a pattern (hence the name of the Java Pattern class).,NULL
"Too keep this text short, the Matcher covered in more detail in the text about the Java Matcher class.",NULL
When you are finished reading data from the GZIPInputStream you should close it using its close() method.,NULL
"But, notice how no DI is used inside the BO.checkPersonIsValid() or the DAO.readPerson() methods.","(""BO"", ""The method checkPersonIsValid is defined within the BO class."", ""checkPersonIsValid"")"
"This little script defines the ""max"" factory as a call to the static max() method with input parameter 0 and 1 passed to the max() method.",NULL
"In other words, as a call to the get() method on the HttpRequestCache singleton.",NULL
The ScriptFactoryBuilder has a addFactories() method that takes an InputStream as parameter instead of a String.,"(""addFactories"", ""The addFactories() method takes an InputStream as a parameter."", ""InputStream"")"
"Notice how the HttpServletRequest and HttpServletResponse are not obtained by the ThreadLocal.get() method, but via the static methods getRequest() and getResponse().","(""getRequest"", ""getRequest() is a static method that retrieves an instance of HttpServletRequest."", ""HttpServletRequest""); (""getResponse"", ""getResponse() is a static method that retrieves an instance of HttpServletResponse."", ""HttpServletResponse""); (""ThreadLocal"", ""ThreadLocal.get() method is mentioned in relation to obtaining HttpServletRequest."", ""getRequest"")"
"The IObjectMappingKey instance can contain more information about the class to be mapped, than a Class object can.",NULL
This is the object is obtained from the getResult() method of the IResultSetProcessor.,NULL
"This speeds up object mapping cache lookups because the hashCode() method returns this int id, and because equals() also only compares int id's, instead of Class objects, table names etc.","(""hashCode"", ""The hashCode() method returns this int id."", ""id"")"
The extended class CustomObjectMapperBase is an empty implementation of the ICustomObjectMapper interface.,NULL
Just call the IObjectMapping.removeGetterMapping(String name) or IObjectMapping.removeSetterMapping(String name) method to do so.,"(""IObjectMapping"", ""removeGetterMapping is a method of the IObjectMapping class."", ""removeGetterMapping"")"
"Second, you do not need the parentheses around the closure when calling doFirst() or doLast().",NULL
The and() method is used to combine two other Predicate functions in the same way I showed in the beginning of this Java functional composition tutorial.,NULL
"The Java Function compose() method composes a new Function instance from the Function instance it is called on, and the Function instance passed as parameter to the compose() method.","(""compose()"", ""The compose() method is a method of the Function class."", ""Function"")"
The first example of a higher order function is the Collections.sort() method which takes a Comparator as parameter.,NULL
The call to the map() method of the Stream interface is a non-terminal operation.,NULL
Only the first occurrence of this element will be included in the Stream returned by distinct().,NULL
"The findFirst() method returns an Optional from which you can obtain the element, if present.",NULL
"The Java Stream forEach() method is a terminal operation which starts the internal iteration of the elements in the Stream, and applies a Consumer (java.util.function.Consumer) to each element in the Stream.","(""forEach()"", ""forEach() is a method that operates on the elements of the Java Stream."", ""Java Stream""); (""forEach()"", ""forEach() applies a Consumer to each element in the Stream."", ""Consumer"")"
Which element is the largest is determined by the Comparator implementation you pass to the max() method.,NULL
This Optional contains the value (if any) returned by the lambda expression passed to the reduce() method.,NULL
"Note: Even if the class is called RollingBufferInputStream, it is not an InputStream subclass.",NULL
"You can specify fonts for most text objects (Chunk, Phrase, Paragraph etc.)","(""Chunk"", ""Both are classes that can be used to specify fonts for text objects."", ""Phrase""); (""Chunk"", ""Both are classes that can be used to specify fonts for text objects."", ""Paragraph"")"
"If you already have a finished PDF, and just want to add a header, footer or watermark to it, IText provides the com.itextpdf.pdf.PdfStamper class.",NULL
"You can write text as superscript or subscript using the Chunk class, and it's setTextRise() method.",NULL
"You can add underline and strikethrough text using the Chunk class, and its setUnderline() method.",NULL
"It is now up to the caller of the readMyData() method to decide if an existing MyData instance should be reused, or if a new instance should be created.",NULL
The value returned by write() is the number of bytes copied from the ByteBuffer.,NULL
Here is an implementation of the ring buffer that uses a fill count including the batch put() and take() operations.,"(""RingBuffer"", ""The put method is an operation that is part of the RingBuffer class implementation."", ""put"")"
"Here is an implementation of the ring buffer that uses a read position and flip marker, including the batch put() and take() operations.","(""RingBuffer"", ""The put method is an operation of the RingBuffer class."", ""put"")"
"If your benchmark method produces multiple results you can pass each of these results to a black hole, meaning calling consume() on the Blackhole instance for each value.","(""Benchmark"", ""The benchmark method produces results that can be passed to the Blackhole class for consumption."", ""Blackhole"")"
The javax.servlet.http.HttpServlet class is a slightly more advanced base class than the GenericServlet shown in the Simple Servlet example.,"(""HttpServlet"", ""HttpServlet is a more advanced base class than GenericServlet."", ""GenericServlet"")"
The easiest way to implement this interface is to extend either the class GenericServlet or HttpServlet.,NULL
Each test method usually tests a single method of the target class.,"(""TestMethod"", ""A test method is designed to test a single method."", ""SingleMethod"")"
"A protected method or field, on the other hand, is also accessible to other classes in the same package, and for subclasses of the unit too.","(""Method"", ""A protected method is accessible to other classes in the same package."", ""Class""); (""Field"", ""A protected field is accessible to other classes in the same package."", ""Class""); (""Method"", ""A protected method is accessible to subclasses of the unit in the same package."", ""Package"")"
"When your business logic class is separated from the boundary class, you can test the business logic class separately.",NULL
Here is the unit test which uses a ByteArrayOutputStream to collect the data written to the OutputStream passed to the MyIOUnit.write() method:,"(""ByteArrayOutputStream"", ""ByteArrayOutputStream is used in the context of the MyIOUnit class to collect data written to an OutputStream."", ""MyIOUnit"")"
You may also be able to use the StringReader and StringWriter classes in your unit tests.,NULL
"To avoid fragmenting the Java heap with Bytes instances, the Bytes class is designed to be obtained from an ObjectPool .",NULL
To defragment the free blocks you call the defragment() method of the BytesAllocatorManualDefrag .,NULL
The Bytes class represents a byte sequence allocated from a shared byte array.,"(""Bytes"", ""The Bytes class represents a byte sequence, indicating that the class defines or encapsulates the byte sequence functionality."", ""byte sequence"")"
"As you can see, the ChannelInitializer is added to the ServerBootstrap using the childHandler() method.","(""ChannelInitializer"", ""ChannelInitializer is added to ServerBootstrap."", ""ServerBootstrap"")"
"By calling sync() on the ChannelFuture the main thread that creates the server waits until the server has started, before continuing.",NULL
The easiest way to create an instance of the RionObjectReader is via the RionObjectReaderBuilder class.,NULL
The RionObjectReader readCyclic() method reads a cyclic object graph stored as RION in a byte array.,"(""RionObjectReader"", ""The readCyclic() method is a method of the RionObjectReader class."", ""readCyclic"")"
The RionObjectWriter writeAcyclic() can write an acyclic object graph as RION into a byte array.,"(""RionObjectWriter"", ""The method writeAcyclic() belongs to the class RionObjectWriter."", ""writeAcyclic"")"
When reading a composite RION field you need to use the RionReader moveInto() and moveOutOf() methods.,"(""RionReader"", ""The moveInto() method is a function of the RionReader class."", ""moveInto"")"
"Here are two examples of writing a 32 bit and 64 bit floating point number as RION Float fields to the destination byte array, using the RionWriter writeFloat32() and writeFloat64() methods:","(""RionWriter"", ""RionWriter is the class that contains the method writeFloat32."", ""writeFloat32"")"
The StreamStorageFS class contains a method to read bytes from a stream block file.,NULL
"The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance, into the byte[] array passed as parameter.","(""readBytes"", ""The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance."", ""StreamStorageBlockFS"")"
You can always obtain the root directory path a StreamStorageRootFS was created with via its getRootDirPath() method.,NULL
"When you write records to a stream via the StreamStorageFS instance, the StreamStorageFS class will divide the records into multiple files.",NULL
You can read the data stored in a Buffer using the many get...() methods.,NULL
Notice the use of / as directory separator and the use of : as classpath entry separator.,NULL
"However, if you do need to access the body of the HTTP response, you need to register another handler on the HttpClientResponse that is passed as parameter to the first Handler's handle() method.","(""HttpClientResponse"", ""HttpClientResponse is passed as a parameter to the handle method of the Handler class."", ""Handler"")"
"Again, the NetClient's close() method is asynchronous, so the underlying TCP connection may not yet be closed by the time the close() method returns.",NULL
Sending messages via the event bus can be done via either the send() or publish() method on the event bus.,"(""EventBus"", ""The send method is a function that can be called on the EventBus class to send messages."", ""send"")"
A verticle has a start() and a stop() method which are called when the verticle is deployed and when it is undeployed.,"(""Verticle"", ""The start() method is a function of the Verticle class that is called when the verticle is deployed."", ""start"")"
The addAll() method takes a Collection as parameter so you can pass either a List or Java Set as parameter,"(""addAll"", ""The addAll() method takes a Collection as a parameter."", ""Collection""); (""addAll"", ""The addAll() method can accept a List as a parameter."", ""List"")"
But no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block,NULL
A thread cannot call wait() notify() or notifyAll() without holding the lock on the object the method is called on,"(""Thread"", ""A thread can call the wait() method when it holds the lock on the object."", ""wait""); (""Thread"", ""A thread can call the notify() method when it holds the lock on the object."", ""notify"")"
"The Arrays class contains a set of methods called binarySearch(). This method helps you perform a binary search in an array. The array must first be sorted. You can do so yourself, or via the Arrays.sort() method covered earlier in this text.","(""binarySearch"", ""binarySearch is a method that belongs to the Arrays class."", ""Arrays""); (""Arrays.sort"", ""Arrays.sort is a method that belongs to the Arrays class."", ""Arrays"")"
java.lang.ThreadLocal is possible to set an initial value for a Java ThreadLocal which will get used the first time get() is called before set() has been called with a new value,"(""ThreadLocal"", ""The method get() retrieves the value from the ThreadLocal instance."", ""get"")"
Adding and getting elements to a generic Map is done using the put() and get() methods just like you have always done,"(""Map"", ""The put() method is used to add elements to the Map."", ""put()"")"
Deque.pollLast() is different than removeLast() which throws an exception if the Deque is empty,NULL
The tailSet() method works the same way as the headSet() method except it returns all elements that are equal to or higher than the given parameter element,NULL
"You can also obtain an Iterator from many of the Java Collection data structures, e.g. a List, Set, Map, Queue, Deque or Map.","(""Iterator"", ""Iterator can be obtained from a List as part of Java Collection data structures."", ""List""); (""Iterator"", ""Iterator can be obtained from a Set as part of Java Collection data structures."", ""Set""); (""Iterator"", ""Iterator can be obtained from a Map as part of Java Collection data structures."", ""Map""); (""Iterator"", ""Iterator can be obtained from a Queue as part of Java Collection data structures."", ""Queue"")"
java.io.Writer works just like combining the Reader with InputStream or the Writer with OutputStream,"(""Writer"", ""Writer is mentioned as working with InputStream."", ""InputStream"")"
Remember that even if the 4 threads call wait() and notify() on the same shared string instance the signals from the doWait() and doNotify() calls are stored individually in the two MyWaitNotify instances,"(""MyWaitNotify"", ""The wait() method is called on the MyWaitNotify instance to manage thread synchronization."", ""wait""); (""MyWaitNotify"", ""The notify() method is called on the MyWaitNotify instance to manage thread synchronization."", ""notify""); (""MyWaitNotify"", ""The doWait() method is associated with the MyWaitNotify instance for handling waiting threads."", ""doWait"")"
The bigger the result String grows the longer it takes to copy the characters from it into a new StringBuilder and again copy the characters from the StringBuilder into the temporary String created by the toString() method,"(""String"", ""String is being copied into StringBuilder for character manipulation."", ""StringBuilder"")"
The logp() methods work like the log() methods except each method take an extra two parameters The sourceClass and sourceMethod parameter,"(""logp"", ""The logp() method works similarly to the log() method, indicating a relationship between these two methods."", ""log""); (""logp"", ""The logp() method takes the sourceMethod parameter, establishing a relationship between them."", ""sourceMethod""); (""logp"", ""The logp() method takes the sourceClass parameter, establishing a relationship between them."", ""sourceClass""); (""log"", ""The log() method is mentioned in relation to the sourceMethod parameter, indicating a connection."", ""sourceMethod"")"
But since the thread waiting in lock() has not yet called queueObject.wait() the call to queueObject.notify() passes into oblivion,"(""lock"", ""The method lock() is related to the class queueObject as it is involved in the synchronization process with the queueObject's wait() and notify() methods."", ""queueObject""); (""wait"", ""The method wait() is called on the class queueObject, indicating a direct relationship between them."", ""queueObject"")"
Since PipedOutputStream is a subclass of OutputStream PipedOutputStream has the same basic methods and use patterns as an OutputStream,"(""PipedOutputStream"", ""PipedOutputStream is a subclass of OutputStream, indicating an inheritance relationship."", ""OutputStream"")"
You can convert a Java Set to a Java List by creating a List and calling its addAll() method passing the Set as parameter to the addAll() method,"(""Java Set"", ""A Java Set can be converted to a Java List by using the addAll() method."", ""Java List"")"
Even though the Java Networking APIs enable you to open and close network connections via sockets all communication happens via the Java IO classes InputStream and OutputStream,"(""Java Networking APIs"", ""The Java Networking APIs utilize InputStream for network communication."", ""InputStream"")"
Again here the first() and next() methods return the unicode index of the found word boundary,"(""first"", ""The first() method returns the unicode index of the found word boundary"", ""unicode index"")"
Obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"(""contains"", ""The contains() method does not use the equals() method when the input parameter is null."", ""equals"")"
Both Java File and FileChannel works but in case you want a pure Java NIO solution use the Java NIO FileChannel class,"(""Java File"", ""Both Java File and FileChannel works together in Java programming."", ""FileChannel"")"
If you need an integer value use the round() floor() or ceil() method,"(""round"", ""Both are methods used to obtain integer values."", ""floor""); (""round"", ""Both are methods used to obtain integer values."", ""ceil"")"
The poll() and remove() both removes the first element in the Queue. They differ in how they behave if the Queue is empty. The poll() method returns null if the Queue is empty. The remove() method throws an exception if the Queue is empty.,"(""poll"", ""The poll() method operates on the Queue class by removing the first element."", ""Queue""); (""remove"", ""The remove() method operates on the Queue class by removing the first element."", ""Queue"")"
"The add() and offer() methods differ in how the behave if the Queue is full, so no more elements can be added. The add() method throws an exception in that case, whereas the offer() method just returns false.","(""add"", ""The add() method interacts with the Queue class by attempting to add elements to it."", ""Queue""); (""offer"", ""The offer() method interacts with the Queue class by attempting to add elements to it."", ""Queue"")"
Each of the methods ceilingEntry() floorEntry() higherEntry() and lowerEntry() will be covered in the following sections,NULL
To do so set the upper bound to 1 and have the call to take() and release() guard the critical section,NULL
Once you have opened a socket (network connection) though you read and write data to and from it via Java IO InputStream and OutputStream classes,"(""Socket"", ""Socket is a network connection that can be read and written to using InputStream."", ""InputStream"")"
Many of the core components in the Java Collection API rely on the correct implementation of the `hashCode()` and `equals()` methods.,"(""Java Collection API"", ""The Java Collection API relies on the correct implementation of the hashCode() method."", ""hashCode()"")"
java.io.PrintWriter example first creates a PrintWriter instance which is connected to a FileWriter,"(""example"", ""The method 'example' creates an instance of the class 'PrintWriter'"", ""PrintWriter"")"
InputStream.read() example creates an AsynchronousFileChannel and then creates a ByteBuffer which is passed to the read() method as parameter along with a position of 0,"(""InputStream"", ""InputStream has a method called read() which is being invoked."", ""read()""); (""AsynchronousFileChannel"", ""AsynchronousFileChannel is created to work with ByteBuffer for reading data."", ""ByteBuffer"")"
java.lang.StringBuffer text explains how to use the SimpleDateFormat class to format dates,NULL
In general you can call the markSupported() method to find out if mark() and reset() are supported on a given InputStream or not but the BufferedInputStream supports them,"(""BufferedInputStream"", ""BufferedInputStream supports the markSupported() method to check for mark() and reset() support."", ""markSupported""); (""BufferedInputStream"", ""BufferedInputStream is a subclass of InputStream."", ""InputStream""); (""markSupported"", ""markSupported() is used to determine if mark() is supported."", ""mark"")"
"The newLine() method which can write a new-line character to the underlying Writer. In addition, you may need to call flush() if you need to be absolutely sure that the characters written until now is flushed out of the buffer and onto the network or disk.","(""newLine"", ""The newLine() method writes a new-line character to the underlying Writer."", ""Writer"")"
Queue.poll() is different than remove() which throws an exception if the Deque is empty,"(""Queue"", ""poll() is a method of the Queue class"", ""poll""); (""Deque"", ""remove() is a method of the Deque class"", ""remove"")"
Notice the two synchronized blocks inside the set() and get() method. Notice how the blocks are placed last and first in the two methods.,NULL
"The replace() method will only insert the new value if there is already an existing value mapped to the key. If no existing value is mapped to the given key, no value is inserted. This is different from how put() works, which always insert the value no matter what.",NULL
The logrb() methods work like the log() methods too except they can obtain the log messages from a resource bundle,NULL
The Handler in the Java Logging API use a java.util.logging.Formatter to format the LogRecord before writing it to an external system,"(""Handler"", ""The Handler uses a Formatter to format the LogRecord."", ""Formatter""); (""Handler"", ""The Handler formats the LogRecord before writing it to an external system."", ""LogRecord"")"
