Original Text,NULL
It will remain blocked until the thread waiting in lock() leaves the synchronized(this) block.,"(""Thread"", ""The thread is waiting in the lock() method."", ""lock"")"
"But the thread waiting in the lock() method will not leave that block until the isLocked is set to false, and a monitorObject.notify() is executed, as it happens in unlock().","(""lock"", ""The lock method's execution depends on the isLocked variable being set to false."", ""isLocked""); (""lock"", ""The lock method involves the monitorObject for notifying when the lock is released."", ""monitorObject"")"
"Put shortly, the thread waiting in lock() needs an unlock() call to execute successfully for it to exit lock() and the synchronized blocks inside it.","(""lock"", ""The method lock() requires the method unlock() to be called for successful execution."", ""unlock"")"
"But, no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block.",NULL
This result is that any thread calling either lock() or unlock() will become blocked indefinately.,NULL
"That you would not call wait() and notify() on an internal monitor object, but rather on the This is probably true.","(""wait"", ""wait() is a method that should be called on an internal monitor object."", ""internal monitor object"")"
"When doing so you want each thread to call wait() on each their own queue object, so that you can notify the threads one at a time.","(""Thread"", ""The Thread class has a method called wait() that is invoked by each thread."", ""wait"")"
"At first glance this implementation may look fine, but notice how the lock() method calls queueObject.wait(); from inside two synchronized blocks.","(""lock"", ""The lock() method interacts with the queueObject by calling its wait() method."", ""queueObject"")"
"When a thread calls queueObject.wait()it releases the lock on the QueueObject instance, but not the lock associated with ""this"".",NULL
"Notice too, that the unlock() method is declared synchronized which equals a synchronized(this) block.",NULL
"This means, that if a thread is waiting inside lock() the monitor object associated with ""this"" will be locked by the waiting thread.","(""Thread"", ""A thread can call the lock() method to acquire a lock."", ""Lock"")"
"All threads calling unlock() will remain blocked indefinately, waiting for the waiting thread to release the lock on ""this"".",NULL
"But this will never happen, since this only happens if a thread succeeds in sending a signal to the waiting thread, and this can only be sent by executing the unlock() method.","(""Thread"", ""A thread can send a signal to another waiting thread."", ""Signal"")"
"For instance, the different implementations of the java.util.concurrent.BlockingQueue interface are all blocking data structures.",NULL
"Other threads will read the value of the volatile from main memory every time, instead of from e.g.",NULL
"Thus, this code may still lead to race conditions if performed by more than one thread: volatile myVar = 0; ... int temp = myVar; temp++; myVar = temp; First the value of the volatile variable myVar is read from main memory into a temp variable.",NULL
"If two threads execute this code and both of them read the value of myVar, add one to it and write the value back to main memory, then you risk that instead of 2 being added to the myVar variable, only 1 will be added (e.g.",NULL
"Here is a single writer counter which does not use synchronization but is still concurrent: public class SingleWriterCounter { private volatile long count = 0; /** * Only one thread may ever call this method, * or it will lead to race conditions.",NULL
"I mean, only the same, single thread is ever allowed to call inc().",NULL
"Here is a simple double writer counter class that shows how that could look: public class DoubleWriterCounter { private volatile long countA = 0; private volatile long countB = 0; /** * Only one (and the same from thereon) thread may ever call this method, * or it will lead to race conditions.","(""DoubleWriterCounter"", ""countA is a method within the DoubleWriterCounter class that tracks a specific count."", ""countA"")"
"*/ public void incA() { this.countA++; } /** * Only one (and the same from thereon) thread may ever call this method, * or it will lead to race conditions.",NULL
"*/ public void incB() { this.countB++; } /** * Many reading threads may call this method */ public long countA() { return this.countA; } /** * Many reading threads may call this method */ public long countB() { return this.countB; } } As you can see, the DoubleWriterCounter now contains two volatile variables, and two pairs of incrementation and read methods.","(""DoubleWriterCounter"", ""incB is a method defined within the DoubleWriterCounter class that increments the countB variable."", ""incB""); (""DoubleWriterCounter"", ""countA is a method defined within the DoubleWriterCounter class that returns the value of the countA variable."", ""countA"")"
"Only a single thread may ever call incA(), and only a single thread may ever call incB().",NULL
This is how such exclusive access could look using a synchronized block in Java: public class SynchronizedCounter { long count = 0; public void inc() { synchronized(this) { count++; } } public long count() { synchronized(this) { return this.count; } } } Notice how the inc() and count() methods both contain a synchronized block.,"(""SynchronizedCounter"", ""The inc() method is defined within the SynchronizedCounter class."", ""inc""); (""SynchronizedCounter"", ""The count() method is defined within the SynchronizedCounter class."", ""count"")"
This is what we want to avoid - synchronized blocks and wait() - notify() calls etc.,NULL
What is interesting about this version is the implementation of the inc() method.,NULL
"Instead it contains these lines: boolean updated = false; while(!updated){ long prevCount = this.count.get(); updated = this.count.compareAndSet(prevCount, prevCount + 1); } These lines are not an atomic operation.","(""Count"", ""The method compareAndSet is used to update the count in the Count class."", ""compareAndSet"")"
"That means, that it is possible for two different threads to call the inc() method and execute the long prevCount = this.count.get() statement, and thus both obtain the previous count for the counter.",NULL
The compareAndSet() method is typically supported by compare-and-swap instructions directly in the CPU.,"(""compareAndSet"", ""The compareAndSet() method is typically supported by compare-and-swap instructions."", ""compare-and-swap"")"
"Since compareAndSet() is an atomic operation, the threads will execute this method sequentially (one at a time).",NULL
"If no other thread has called inc() in the meantime, the second iteration will succeed in updating the AtomicLong to 22.",NULL
Instead Java provides the AtomicStampedReference class which can swap a reference and a stamp atomically using a compare-and-swap operation.,NULL
"import java.util.concurrent.atomic.AtomicBoolean; import java.util.concurrent.atomic.AtomicStampedReference; public class NonblockingTemplate { public static class IntendedModification { public AtomicBoolean completed = new AtomicBoolean(false); } private AtomicStampedReference<IntendedModification> ongoingMod = new AtomicStampedReference<IntendedModification>(null, 0); //declare the state of the data structure here.","(""NonblockingTemplate"", ""NonblockingTemplate contains the nested class IntendedModification."", ""IntendedModification""); (""IntendedModification"", ""IntendedModification has a field of type AtomicBoolean named completed."", ""AtomicBoolean""); (""NonblockingTemplate"", ""NonblockingTemplate has a field of type AtomicStampedReference named ongoingMod."", ""AtomicStampedReference"")"
"public void modify() { while(!attemptModifyASR()); } public boolean attemptModifyASR(){ boolean modified = false; IntendedModification currentlyOngoingMod = ongoingMod.getReference(); int stamp = ongoingMod.getStamp(); if(currentlyOngoingMod == null){ //copy data structure state - for use //in intended modification //prepare intended modification IntendedModification newMod = new IntendedModification(); boolean modSubmitted = ongoingMod.compareAndSet(null, newMod, stamp, stamp + 1); if(modSubmitted){ //complete modification via a series of compare-and-swap operations.","(""modify"", ""modify calls attemptModifyASR as part of its execution flow."", ""attemptModifyASR""); (""attemptModifyASR"", ""attemptModifyASR creates a new instance of IntendedModification during its execution."", ""IntendedModification"")"
"Multiple threads can access the same instance of this counter, as long as only one thread calls inc().",NULL
Here is a simple double writer counter class that shows how that could look:,NULL
Notice how the inc() and count() methods both contain a synchronized block.,NULL
Here is how the same counter class could look using an AtomicLong instead:,NULL
"The check-then-act pattern means, that two or more threads check a given condition, for instance if a Map contains a given value, and then go on to act based on that information, e.g.","(""CheckThenActPattern"", ""The check-then-act pattern involves multiple threads checking a condition."", ""Thread"")"
"Imagine if two threads, A and B, are executing the add method on the same instance of the Counter class.","(""Counter"", ""The add method is a function defined within the Counter class."", ""add"")"
The code in the add() method is not executed as a single atomic instruction by the Java virtual machine.,NULL
"Instead of 5, the value left in this.count will be the value written by the last thread to write its value.",NULL
The code in the add() method in the example earlier contains a critical section.,NULL
"If two or more threads call the checkThenAct() method on the same CheckThenActExample object, then two or more threads may execute the if-statement at the same time, evaluate sharedMap.containsKey(""key"") to true, and thus move into the body code block of the if-statement.","(""checkThenAct()"", ""The method checkThenAct() is called on the CheckThenActExample object."", ""CheckThenActExample"")"
Thread synchronization can also be achieved using other synchronization constructs like locks or atomic variables like java.util.concurrent.atomic.AtomicInteger.,"(""Thread synchronization"", ""Thread synchronization can be achieved using AtomicInteger as a synchronization construct."", ""AtomicInteger""); (""Thread synchronization"", ""Thread synchronization can be achieved using locks as a synchronization construct."", ""locks""); (""Thread synchronization"", ""Thread synchronization can be achieved using atomic variables as a synchronization construct."", ""atomic variables"")"
Notice how the add() method adds values to two different sum member variables.,NULL
Now two threads can execute the add() method at the same time.,NULL
This way threads will have to wait less for each other to execute the add() method.,NULL
Java 5 comes with read / write lock implementations in the java.util.concurrent package.,"(""Java 5"", ""Java 5 includes implementations in the java.util.concurrent package."", ""java.util.concurrent"")"
The rules for read access are implemented in the lockRead() method.,NULL
The rules for write access are implemented in the lockWrite() method.,NULL
It is worth noting that both unlockRead() and unlockWrite() calls notifyAll() rather than notify().,"(""unlockWrite"", ""unlockWrite() calls notifyAll()"", ""notifyAll"")"
"If a thread awakened by notify() was a read access thread, it would be put back to waiting because there are threads waiting for write access.","(""Thread"", ""The notify() method is used to awaken a thread."", ""notify()""); (""read access thread"", ""A read access thread is a type of Thread."", ""Thread"")"
By calling noftifyAll() all waiting threads are awakened and check if they can get the desired access.,NULL
"If multiple threads are waiting for read access and none for write access, and unlockWrite() is called, all threads waiting for read access are granted read access at once - not one by one.",NULL
Here is how the lockRead() and unlockRead() methods looks after that change:,NULL
Here is how the lockWrite() and unlockWrite() methods look after that change:,NULL
To achieve this the writeLock() method should be changed a bit.,NULL
Here is how the canGrantReadAccess() method will look with that change:,NULL
"When guarding a critical section with a ReadWriteLock, and the critical section may throw exceptions, it is important to call the readUnlock() and writeUnlock() methods from inside a finally-clause.","(""ReadWriteLock"", ""The readUnlock method is used to unlock a read lock on the ReadWriteLock class."", ""readUnlock"")"
"If unlockWrite() was not called from inside a finally-clause, and an exception was thrown from the critical section, the ReadWriteLock would remain write locked forever, causing all threads calling lockRead() or lockWrite() on that ReadWriteLock instance to halt indefinately.","(""unlockWrite"", ""unlockWrite() is a method that interacts with the ReadWriteLock class to manage write locks."", ""ReadWriteLock""); (""lockRead"", ""lockRead() is a method that interacts with the ReadWriteLock class to manage read locks."", ""ReadWriteLock"")"
"The only thing that could unlock the ReadWriteLockagain would be if the ReadWriteLock is reentrant, and the thread that had it locked when the exception was thrown, later succeeds in locking it, executing the critical section and calling unlockWrite() again afterwards.",NULL
Calling unlockWrite() from a finally-clause is a much more robust solution.,NULL
"If a thread calls lock() twice without calling unlock() in between, the second call to lock() will block.","(""Thread"", ""A thread can call the lock() method to acquire a lock."", ""lock"")"
Java 5 comes with semaphore implementations in the java.util.concurrent package so you don't have to implement your own semaphores.,"(""Java 5"", ""Java 5 includes semaphore implementations in the java.util.concurrent package."", ""java.util.concurrent"")"
"You can read more about it in the java.util.concurrent.Semaphore text, in my java.util.concurrent tutorial.",NULL
The take() method sends a signal which is stored internally in the Semaphore.,NULL
"When received the signal flag is cleared again, and the release() method exited.",NULL
You will call take() instead of notify() and release() instead of wait().,"(""take"", ""take() is suggested as a replacement for notify()"", ""notify"")"
"If the call to take() happens before the call to release() the thread calling release() will still know that take() was called, because the signal is stored internally in the signal variable.","(""take"", ""The method take() is called before the method release(), indicating a sequence of operations between them."", ""release"")"
The names take() and release() may seem a bit odd when using a semaphore for signaling.,"(""take"", ""The method take() is used in the context of a semaphore for signaling."", ""semaphore"")"
The Semaphore implementation in the previous section does not count the number of signals sent to it by take() method calls.,NULL
Notice how the take() method now blocks if the number of signals is equal to the upper bound.,NULL
"Not until a thread has called release() will the thread calling take() be allowed to deliver its signal, if the BoundedSemaphore has reached its upper signal limit.","(""BoundedSemaphore"", ""release() is a method that is associated with the BoundedSemaphore class."", ""release"")"
"To do so, set the upper bound to 1, and have the call to take() and release() guard the critical section.",NULL
In contrast to the signaling use case the methods take() and release() are now called by the same thread.,NULL
"Since only one thread is allowed to take the semaphore, all other threads calling take() will be blocked until release() is called.","(""Semaphore"", ""The take method is used to acquire the semaphore, which blocks other threads until it is released."", ""take"")"
The call to release() will never block since there has always been a call to take() first.,NULL
The relase() method is called from inside a finally-block to make sure it is called even if an exception is thrown from the critical section.,NULL
In a classic multi-threaded architecture you will typically assign each task to a separate thread for execution.,"(""MultiThreadedArchitecture"", ""A multi-threaded architecture typically involves assigning tasks to separate threads for execution."", ""Task"")"
A classic multi-threaded architecture can also sometimes lead to congestion when multiple threads try to access the same data structure at the same time.,NULL
The alternative to a classic multithreaded architecture is a single-threaded or same-threaded.,NULL
"This kind of thread loop is both used in server applications (web services, services etc.)","(""Thread Loop"", ""Thread Loop is used in server applications."", ""Server Applications""); (""Thread Loop"", ""Thread Loop is used in web services."", ""Web Services"")"
"For instance, the task executor could keep the tasks in different lists internally, and e.g.",NULL
"If a one-off task is waiting for some asynchronous operation to finish, e.g.",NULL
"Imagine that isLocked is false, and two threads call lock() at the same time.",NULL
"Notice how the synchronized(queueObject) with its queueObject.wait() call is nested inside the synchronized(this) block, resulting in the nested monitor lockout problem.","(""synchronized"", ""synchronized method is using queueObject as a parameter for its operation."", ""queueObject""); (""synchronized"", ""synchronized method is nested inside the synchronized(this) block."", ""this"")"
"Note: Only the lock() method is shown, since it is the only method I have changed.",NULL
The first synchronized(this) block checks the condition by setting mustWait = isLocked || waitingThreads.get(0) != queueObject.,"(""Synchronized"", ""The synchronized block checks the condition by setting mustWait based on the isLocked state and the first waiting thread."", ""MustWait""); (""Synchronized"", ""The synchronized block uses isLocked to determine if mustWait should be set."", ""IsLocked"")"
Imagine what will happen if two threads call lock() at the same time when the lock is unlocked.,NULL
Imagine that the FairLock instance is locked when a thread calls lock().,NULL
"Then imagine that the thread calling lock() is preempted, and the thread that locked the lock calls unlock().",NULL
"If you look at the unlock() implementation shown earlier, you will notice that it calls queueObject.notify().","(""unlock"", ""The method unlock() calls the method notify() on the class queueObject."", ""queueObject"")"
"But, since the thread waiting in lock() has not yet called queueObject.wait(), the call to queueObject.notify() passes into oblivion.","(""lock"", ""The method lock() is related to the class queueObject as it is used in the context of thread synchronization with the queueObject."", ""queueObject"")"
"When the thread calling lock() right after calls queueObject.wait() it will remain blocked until some other thread calls unlock(), which may never happen.","(""queueObject"", ""The method lock() is called by the thread that also calls wait() on the queueObject, indicating a relationship between the queueObject and the lock method."", ""lock"")"
The missed signals problems is the reason that the FairLock implementation shown in the text Starvation and Fairness has turned the QueueObject class into a semaphore with two methods: doWait() and doNotify().,"(""FairLock"", ""FairLock is implemented in the context of the Starvation and Fairness package."", ""Starvation and Fairness""); (""FairLock"", ""FairLock implementation has turned the QueueObject class into a semaphore."", ""QueueObject""); (""QueueObject"", ""QueueObject class has a method doWait()."", ""doWait"")"
"That way the signal is not missed, even if doNotify() is called before doWait().",NULL
The notify() method makes no guarantee about what thread is awakened if multiple thread have called wait() on the object notify() is called on.,"(""Notify"", ""The notify() method is called on an object, which is an instance of the Object class."", ""Object"")"
"If more than one thread call the doSynchronized() method, some of them will be blocked until the first thread granted access has left the method.",NULL
Instead the critical section is guarded by the lock.lock() and lock.unlock() calls.,"(""Lock"", ""lock is a method of the Lock class"", ""lock"")"
A simple implementation of the Lock class could look like this:,NULL
"If you look at the Synchronizer class above and look into this Lock implementation you will notice that threads are now blocked trying to access the lock() method, if more than one thread calls lock() simultanously.","(""Synchronizer"", ""The Synchronizer class is mentioned in relation to the Lock implementation, indicating a connection between the two classes."", ""Lock"")"
"Second, if the lock is locked, the threads are blocked in the wait() call inside the while(isLocked) loop in the lock() method.","(""lock"", ""The wait() method is called when the lock is locked, indicating a relationship between the lock and the wait method."", ""wait"")"
"Remember that a thread calling wait() releases the synchronization lock on the Lock instance, so threads waiting to enter lock() can now do so.","(""Lock"", ""The wait() method is associated with the Lock class as it releases the synchronization lock on the Lock instance."", ""wait"")"
The result is that multiple threads can end up having called wait() inside lock().,NULL
"If you look back at the doSynchronized() method you will notice that the comment between lock() and unlock() states, that the code in between these two calls take a ""long"" time to execute.","(""doSynchronized"", ""The doSynchronized method calls the lock method before executing a block of code."", ""lock"")"
Let us further assume that this code takes long time to execute compared to entering the lock() method and calling wait() because the lock is locked.,NULL
"This means that the majority of the time waited to be able to lock the lock and enter the critical section is spent waiting in the wait() call inside the lock() method, not being blocked trying to enter the lock() method.","(""Lock"", ""The wait() method is called within the context of the Lock class to manage access to the critical section."", ""wait"")"
Nor does wait() make any guarantees about what thread is awakened when notify() is called.,NULL
"So, the current version of the Lock class makes no different guarantees with respect to fairness than synchronized version of doSynchronized().",NULL
The current version of the Lock class calls its own wait() method.,NULL
"If instead each thread calls wait() on a separate object, so that only one thread has called wait() on each object, the Lock class can decide which of these objects to call notify() on, thereby effectively selecting exactly what thread to awaken.","(""Lock"", ""The Lock class can decide which object to call wait() on, allowing for controlled thread awakening."", ""wait"")"
Below is shown the previous Lock class turned into a fair lock called FairLock.,NULL
You will notice that the implementation has changed a bit with respect to synchronization and wait() / notify() compared to the Lock class shown earlier.,"(""Lock"", ""The wait() method is mentioned in the context of synchronization related to the Lock class."", ""wait"")"
"Exactly how I arrived at this design beginning from the previous Lock class is a longer story involving several incremental design steps, each fixing the problem of the previous step: Nested Monitor Lockout, Slipped Conditions, and Missed Signals.",NULL
"What is important is, that every thread calling lock() is now queued, and only the first thread in the queue is allowed to lock the FairLock instance, if it is unlocked.",NULL
First you might notice that the lock() method is no longer declared synchronized.,NULL
FairLock creates a new instance of QueueObject and enqueue it for each thread calling lock().,"(""FairLock"", ""FairLock creates a new instance of QueueObject."", ""QueueObject"")"
"The thread calling unlock() will take the top QueueObject in the queue and call doNotify() on it, to awaken the thread waiting on that object.","(""Thread"", ""The Thread interacts with the QueueObject by calling methods on it, specifically doNotify()."", ""QueueObject""); (""Thread"", ""The Thread calls the unlock() method to manage the state of the QueueObject."", ""unlock()"")"
The doWait() and doNotify() methods store the signal internally in the QueueObject.,"(""doWait"", ""doWait() method stores the signal internally in the QueueObject."", ""QueueObject"")"
"This is done to avoid missed signals caused by a thread being preempted just before calling queueObject.doWait(), by another thread which calls unlock() and thereby queueObject.doNotify().","(""queueObject"", ""doWait is a method of the queueObject class."", ""doWait""); (""queueObject"", ""doNotify is a method of the queueObject class."", ""doNotify""); (""unlock"", ""unlock is called before doWait to avoid missed signals."", ""doWait"")"
"The queueObject.doWait() call is placed outside the synchronized(this) block to avoid nested monitor lockout, so another thread can actually call unlock() when no thread is executing inside the synchronized(this) block in lock() method.","(""queueObject"", ""doWait is a method of the queueObject class."", ""doWait""); (""synchronized"", ""synchronized is a method that is called within the context of the lock method."", ""lock"")"
"Finally, notice how the queueObject.doWait() is called inside a try - catch block.",NULL
"In case an InterruptedException is thrown the thread leaves the lock() method, and we need to dequeue it.","(""InterruptedException"", ""The InterruptedException is related to the lock method as it indicates an exception that causes the thread to leave the lock method."", ""lock"")"
If you compare the Lock and FairLock classes you will notice that there is somewhat more going on inside the lock() and unlock() in the FairLock class.,"(""Lock"", ""Both classes are being compared in terms of their implementation of the lock() and unlock() methods."", ""FairLock""); (""FairLock"", ""The lock() method is a member of the FairLock class."", ""lock"")"
Threads waiting on an object (called wait() on it) remain waiting indefinitely,"(""Threads"", ""Threads are waiting on the object by calling the wait() method."", ""wait()"")"
"In a desktop app the foreground thread (UI thread) could be responding to the user events - a.g. opening a file, or downloading a file, or saving a file etc.","(""DesktopApp"", ""The foreground thread is a component of the desktop app that handles user interactions."", ""ForegroundThread""); (""ForegroundThread"", ""The UI thread is a specific type of foreground thread responsible for managing user interface events."", ""UIThread""); (""UIThread"", ""The UI thread responds to user events such as opening, downloading, or saving files."", ""UserEvents""); (""UIThread"", ""The UI thread can invoke the method to open a file as part of responding to user events."", ""OpenFile""); (""UIThread"", ""The UI thread can invoke the method to download a file as part of responding to user events."", ""DownloadFile"")"
"Each thread consumes a certain amount of computer resources, such as memory (RAM), so if you have too many threads active at the same time, the total amount of resources (e.g.",NULL
RAM) that is consumed may cause the computer to slow down - e.g.,NULL
"Java comes with built in thread pools in the java.util.concurrent package, so you don't have to implement your own thread pool.","(""Java"", ""Java is a programming language that includes the java.util.concurrent package for concurrency."", ""java.util.concurrent"")"
You can read more about it in my text on the java.util.concurrent.ExecutorService.,NULL
"Below here is the PoolThreadRunnable class which implements the Runnable interface, so it can be executed by a Java thread:",NULL
"A ThreadPool class which is the public interface to the thread pool, and a PoolThread class which implements the threads that execute the tasks.",NULL
To execute a task the method ThreadPool.execute(Runnable r) is called with a Runnable implementation as parameter.,"(""ThreadPool"", ""The method execute is called on the ThreadPool class to perform a task."", ""execute"")"
Then each thread in the pool is stopped by calling doStop() on each thread.,NULL
Notice how the execute() method will throw an IllegalStateException if execute() is called after stop() has been called.,"(""execute"", ""The execute() method throws an IllegalStateException when called after stop() has been executed."", ""IllegalStateException"")"
"This makes sure that a thread blocked in a wait() call inside the taskQueue.dequeue() call breaks out of the wait() call, and leaves the dequeue() method call with an InterruptedException thrown.","(""taskQueue"", ""taskQueue is the class that contains the dequeue method which is called to remove an item from the queue."", ""dequeue""); (""dequeue"", ""dequeue method calls wait to block the thread until an item is available in the queue."", ""wait"")"
"This exception is caught in the PoolThread.run() method, reported, and then the isStopped variable is checked.","(""PoolThread"", ""The run method is a method of the PoolThread class."", ""run"")"
"Since isStopped is now true, the PoolThread.run() will exit and the thread dies.",NULL
"Notice how the add() method returns a new ImmutableValue instance with the result of the add operation, rather than adding the value to itself.",NULL
Notice how it is possible to change that reference through both the setValue() and add() methods.,NULL
"Therefore, even if the Calculator class uses an immutable object internally, it is not itself immutable, and therefore not thread safe.","(""Calculator"", ""The Calculator class uses an immutable object internally."", ""immutable"")"
"In other words: The ImmutableValue class is thread safe, but the use of it is not.",NULL
"To make the Calculator class thread safe you could have declared the getValue(), setValue(), and add() methods synchronized.","(""Calculator"", ""The getValue method is part of the Calculator class and is mentioned in the context of making it thread safe."", ""getValue""); (""Calculator"", ""The setValue method is part of the Calculator class and is mentioned in the context of making it thread safe."", ""setValue"")"
"The LocalObject instance in this example is not returned from the method, nor is it passed to any other objects that are accessible from outside the someMethod() method.",NULL
Each thread executing the someMethod() method will create its own LocalObject instance and assign it to the localObject reference.,"(""someMethod"", ""The someMethod() method creates an instance of the LocalObject class."", ""LocalObject"")"
"Even if the LocalObject instance is passed as parameter to other methods in the same class, or in other classes, the use of it is thread safe.","(""LocalObject"", ""LocalObject is passed as a parameter to other methods in the same class or in other classes."", ""method"")"
If two threads call the add() method simultaneously on the same NotThreadSafe instance then it leads to race conditions.,NULL
"Therefore, when they call the add() method on the NotThreadSafe instance it leads to race condition.",NULL
"However, if two threads call the add() method simultaneously on different instances then it does not lead to race condition.","(""add"", ""The add() method is called by multiple threads, indicating a relationship between the method and the class of threads."", ""threads"")"
"In other words, it is waiting for a signal from thread A which causes hasDataToProcess() to return true.",NULL
Notice how the while loop keeps executing until hasDataToProcess() returns true.,NULL
"The class java.lang.Object defines three methods, wait(), notify(), and notifyAll(), to facilitate this.","(""Java.lang.Object"", ""The class java.lang.Object defines the method wait() as part of its functionality."", ""wait()""); (""Java.lang.Object"", ""The class java.lang.Object defines the method notify() as part of its functionality."", ""notify()"")"
A thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.,"(""Thread"", ""A thread interacts with an object by calling wait() and notify() methods on it."", ""Object"")"
In order to call either wait() or notify the calling thread must first obtain the lock on that object.,"(""wait"", ""The method wait() requires the lock on the object to be obtained before it can be called."", ""lock""); (""notify"", ""The method notify() requires the lock on the object to be obtained before it can be called."", ""lock"")"
"In other words, the calling thread must call wait() or notify() from inside a synchronized block.","(""Thread"", ""The calling thread must call wait() from inside a synchronized block."", ""wait"")"
Here is a modified version of MySignal called MyWaitNotify that uses wait() and notify().,"(""MyWaitNotify"", ""MyWaitNotify is a modified version of MySignal"", ""MySignal""); (""MyWaitNotify"", ""MyWaitNotify uses the method wait()"", ""wait()"")"
"The waiting thread would call doWait(), and the notifying thread would call doNotify().",NULL
"When a thread calls notify() on an object, one of the threads waiting on that object are awakened and allowed to execute.","(""Thread"", ""A thread can call the notify() method on an object."", ""notify""); (""Object"", ""The notify() method is called on an object."", ""notify"")"
There is also a notifyAll() method that will wake all threads waiting on a given object.,NULL
As you can see both the waiting and notifying thread calls wait() and notify() from within a synchronized block.,"(""Wait"", ""The wait() method is called within a synchronized block to ensure thread safety."", ""Synchronized Block"")"
"A thread cannot call wait(), notify() or notifyAll() without holding the lock on the object the method is called on.","(""Thread"", ""A thread can invoke the wait() method when it holds the lock on the object."", ""wait""); (""Thread"", ""A thread can invoke the notify() method when it holds the lock on the object."", ""notify""); (""Thread"", ""A thread can invoke the notifyAll() method when it holds the lock on the object."", ""notifyAll""); (""wait"", ""The wait() method requires the thread to hold the lock on the object."", ""Lock""); (""notify"", ""The notify() method requires the thread to hold the lock on the object."", ""Lock"")"
Will the waiting thread not block the notifying thread from ever entering the synchronized block in doNotify()?,"(""Thread"", ""The waiting thread is related to the doNotify method as it is mentioned in the context of thread synchronization."", ""doNotify"")"
Once a thread calls wait() it releases the lock it holds on the monitor object.,"(""Thread"", ""A thread calls the wait() method to release the lock it holds."", ""wait()"")"
"This allows other threads to call wait() or notify() too, since these methods must be called from inside a synchronized block.","(""Wait"", ""The wait() method must be called from inside a synchronized block."", ""Synchronized Block"")"
Once a thread is awakened it cannot exit the wait() call until the thread calling notify() has left its synchronized block.,"(""Thread"", ""A thread cannot exit the wait() call until the notify() method is called by another thread."", ""wait""); (""Thread"", ""The notify() method is called by a thread to wake up another thread that is waiting."", ""notify""); (""wait"", ""The wait() call must be made within a synchronized block."", ""synchronized block"")"
"In other words: The awakened thread must reobtain the lock on the monitor object before it can exit the wait() call, because the wait call is nested inside a synchronized block.","(""Thread"", ""The Thread must reobtain the lock on the Monitor Object to exit the wait() call."", ""Monitor Object"")"
"If multiple threads are awakened using notifyAll() only one awakened thread at a time can exit the wait() method, since each thread must obtain the lock on the monitor object in turn before exiting wait().","(""NotifyAll"", ""NotifyAll is a method that can be called to wake up threads that are waiting on the wait() method."", ""Wait"")"
The methods notify() and notifyAll() do not save the method calls to them in case no threads are waiting when they are called.,NULL
"Therefore, if a thread calls notify() before the thread to signal has called wait(), the signal will be missed by the waiting thread.","(""Thread"", ""A thread can call the notify() method to signal another thread."", ""Notify"")"
To avoid losing signals they should be stored inside the signal class.,NULL
Notice how the doNotify() method now sets the wasSignalled variable to true before calling notify().,"(""doNotify"", ""The doNotify method sets the wasSignalled variable to true."", ""wasSignalled"")"
"Also, notice how the doWait() method now checks the wasSignalled variable before calling wait().",NULL
In fact it only calls wait() if no signal was received in between the previous doWait() call and this.,NULL
For inexplicable reasons it is possible for threads to wake up even if notify() and notifyAll() has not been called.,"(""Thread"", ""The Thread class can invoke the notify method to wake up threads."", ""notify"")"
If a spurious wakeup occurs in the MyWaitNofity2 class's doWait() method the waiting thread may continue processing without having received a proper signal to do so!,NULL
Notice how the wait() call is now nested inside a while loop instead of an if-statement.,NULL
"The while loop is also a nice solution if you have multiple threads waiting, which are all awakened using notifyAll(), but only one of them should be allowed to continue.",NULL
"Only one thread at a time will be able to obtain the lock on the monitor object, meaning only one thread can exit the wait() call and clear the wasSignalled flag.","(""Thread"", ""A thread can obtain a lock on the monitor object, indicating a relationship between threads and the monitor."", ""Monitor""); (""Thread"", ""A thread can call the wait() method to wait for a condition to be signaled."", ""wait"")"
"Once this thread then exits the synchronized block in the doWait() method, the other threads can exit the wait() call and check the wasSignalled member variable inside the while loop.","(""Thread"", ""The doWait method is called by the Thread to manage its waiting state."", ""doWait""); (""Thread"", ""The wait method is called by the Thread to pause its execution."", ""wait"")"
"An earlier version of this text had an edition of the MyWaitNotify example class which used a constant string ( """" ) as monitor object.",NULL
"The problem with calling wait() and notify() on the empty string, or any other constant string is, that the JVM/Compiler internally translates constant strings into the same object.","(""wait"", ""The method wait() is called within the context of the JVM, which manages the execution of Java programs."", ""JVM""); (""notify"", ""The method notify() is called within the context of the JVM, which manages the execution of Java programs."", ""JVM""); (""wait"", ""The method wait() is translated by the Compiler during the execution of Java programs."", ""Compiler"")"
This also means that threads calling doWait() on the first MyWaitNotify instance risk being awakened by doNotify() calls on the second MyWaitNotify instance.,"(""doWait"", ""The doWait method is called on one instance of MyWaitNotify, while doNotify is called on another instance, indicating a relationship between the two methods in the context of thread synchronization."", ""doNotify"")"
"Remember, that even if the 4 threads call wait() and notify() on the same shared string instance, the signals from the doWait() and doNotify() calls are stored individually in the two MyWaitNotify instances.","(""MyWaitNotify"", ""wait is a method that can be called on MyWaitNotify instances."", ""wait""); (""MyWaitNotify"", ""notify is a method that can be called on MyWaitNotify instances."", ""notify""); (""MyWaitNotify"", ""doWait is a method that can be called on MyWaitNotify instances."", ""doWait"")"
