Original Text,NULL
Notice how the getMonth() and getDayOfWeek() methods return an enum instead of an int.,NULL
From these enums you can obtain their information as int values by calling their getValue() methods.,"(""Enums"", ""Enums are related to GetValue because Enums have a method called getValue() to obtain their information as int values"", ""GetValue""); (""Enums"", ""Enums are related to Information because Enums can obtain their information as int values"", ""Information"")"
You can perform a set of simple date calculations with the LocalDate class using one or more of the following methods:,NULL
The LocalDateTime class in the Java 8 date time API (java.time.LocalDateTime) represents a local date and time without any time zone information.,"(""LocalDateTime"", ""The LocalDateTime class is part of the Java 8 date time API"", ""Java 8 date time API""); (""LocalDateTime"", ""The LocalDateTime class is represented by the java.time.LocalDateTime package"", ""java.time.LocalDateTime"")"
You could view the LocalDateTime as a combination of the LocalDate and LocalTime classes of the Java 8 date time API.,"(""LocalDateTime"", ""LocalDateTime is a combination of LocalDate and LocalTime, indicating a compositional relationship between them"", ""LocalDate""); (""LocalDateTime"", ""LocalDateTime is a combination of LocalDate and LocalTime, indicating a compositional relationship between them"", ""LocalTime""); (""LocalDate"", ""LocalDate is part of the Java 8 date time API, indicating a membership relationship between them"", ""Java 8 date time API""); (""LocalTime"", ""LocalTime is part of the Java 8 date time API, indicating a membership relationship between them"", ""Java 8 date time API"")"
Here is an example that shows how to create a LocalDateTime object via the now() method:,NULL
"The parameters to the of() method are year, month, day (of month), hours, minutes, seconds and nanoseconds.","(""OF"", ""The OF method takes YEAR as one of its parameters"", ""YEAR""); (""OF"", ""The OF method takes MONTH as one of its parameters"", ""MONTH""); (""OF"", ""The OF method takes DAY as one of its parameters"", ""DAY""); (""OF"", ""The OF method takes HOURS as one of its parameters"", ""HOURS""); (""OF"", ""The OF method takes MINUTES as one of its parameters"", ""MINUTES""); (""OF"", ""The OF method takes SECONDS as one of its parameters"", ""SECONDS"")"
Via the methods that return an enum you can get an int representation of the enum by calling the getValue() of the enum .,"(""Enum"", ""The Enum class has a method called GetValue, indicating a relationship between the two entities."", ""GetValue""); (""Methods"", ""The methods are used to return an enum, indicating a relationship between the two entities."", ""Enum"")"
The LocalTime class in the Java 8 date time API represents a specific time of day without any time zone information.,NULL
"The LocalTime class is immutable, so all calculations on LocalTime objects return a new LocalTime instance.",NULL
"There are also other versions of the of() method that only takes hours and minutes, or hours, minutes and seconds as parameters.",NULL
The LocalTime class contains a set of methods that enable you to perform local time calculations.,NULL
The static method System.currentTimeMillis() returns the time since January 1st 1970 in milliseconds.,NULL
"The returned long value can be used to initialize java.util.Date, java.sql.Date, java.sql.Timestamp and java.util.GregorianCalendar objects.","(""Java.Util.Date"", ""Both Java.Util.Date and Java.Sql.Date are related as they can be initialized with the same long value returned by a method."", ""Java.Sql.Date""); (""Java.Util.Date"", ""Both Java.Util.Date and Java.Sql.Timestamp are related as they can be initialized with the same long value returned by a method."", ""Java.Sql.Timestamp""); (""Java.Util.Date"", ""Both Java.Util.Date and Java.Util.Gregoriancalendar are related as they can be initialized with the same long value returned by a method."", ""Java.Util.Gregoriancalendar""); (""Java.Sql.Date"", ""Both Java.Sql.Date and Java.Sql.Timestamp are related as they can be initialized with the same long value returned by a method."", ""Java.Sql.Timestamp""); (""Java.Sql.Date"", ""Both Java.Sql.Date and Java.Util.Gregoriancalendar are related as they can be initialized with the same long value returned by a method."", ""Java.Util.Gregoriancalendar"")"
The granularity of the System.currentTimeMillis() method is larger than 1 millisecond.,NULL
Measuring time in Java is easiest to do with the System.currentTimeMillis() method.,"(""System"", ""The System class contains the System.currentTimeMillis() method, indicating a clear relationship between the two entities."", ""System.currentTimeMillis()""); (""Java"", ""The System class is part of the Java package, indicating a relationship between the Java package and the System class."", ""System"")"
The variable totalTime will now contain the total time it took to execute the callOperationToTime() method.,NULL
"Because System.currentTimeMillis() does not return the time that accurately, it is a good idea to execute the operation to measure more than once.",NULL
"Another good reason to repeat the operation to measure a lot of times is to allow the Java virtual machine to load the classes containing the code, JIT-compile it, and perhaps even optimize it.","(""Java Virtual Machine"", ""The Java Virtual Machine loads the classes containing the code."", ""classes""); (""Java Virtual Machine"", ""The Java Virtual Machine JIT-compiles the code."", ""JIT-compile""); (""Java Virtual Machine"", ""The Java Virtual Machine optimizes the code."", ""optimize""); (""classes"", ""The classes containing the code are JIT-compiled by the Java Virtual Machine."", ""JIT-compile""); (""classes"", ""The classes containing the code are optimized by the Java Virtual Machine."", ""optimize""); (""JIT-compile"", ""JIT-compile is a step that may lead to optimization."", ""optimize""); (""Java"", ""Java is the programming language that uses the Java Virtual Machine."", ""Java Virtual Machine""); (""Java"", ""Java is the programming language that has classes."", ""classes""); (""Java"", ""Java code is JIT-compiled."", ""JIT-compile"")"
"The calculations listed earlier in this text are rather trivial yet tedious to do, and could be encapsulated in a Timer class.",NULL
The ZonedDateTime class in the Java 8 date time API represents a date and time with time zone information.,NULL
The first way is to call the now() method of the ZonedDateTime class.,NULL
Here is an example of creating a ZonedDateTime object using the now() method:,NULL
Another way to create a ZonedDateTime object is to use the of() method which can create a ZonedDateTime object from a concrete date and time.,NULL
Here is an example of creating a ZonedDateTime object using the of() method:,NULL
From the enums you can return an int representation of their value using their getValue() methods.,NULL
The ZonedDateTime class contains a set of methods used for date time calculations.,"(""ZonedDateTime"", ""The ZonedDateTime class contains a set of methods, indicating that the set of methods is a part of the ZonedDateTime class"", ""set of methods""); (""ZonedDateTime"", ""The ZonedDateTime class is used for date time calculations, indicating that the class has a relationship with date time calculations through its methods"", ""date time calculations"")"
The time zones are represented by the ZoneId class as shown in the earlier example.,NULL
The parameter passed to the of() method is the ID of the time zone to create a ZoneId for.,"(""Of"", ""The Of method is used to create a ZoneId, indicating a relationship between the Of method and the ZoneId class."", ""ZoneId""); (""Id"", ""The Id is passed as a parameter to create a ZoneId, indicating a relationship between the Id and the ZoneId class."", ""ZoneId"")"
"You can find the UTC offset for the desired time zone and create an ID matching it by combining ""UTC"" with the offset (e.g.","(""UTC"", ""UTC and ID are related because they are both used in the process of creating an ID matching the desired time zone"", ""ID""); (""UTC"", ""UTC and offset are related because the offset is used in combination with UTC to create an ID matching the desired time zone"", ""offset"")"
"If you need to set a date on a java.sql.PreparedStatement or get a date from a java.sql.ResultSet, you will interact with java.sql.Date.","(""Java.Sql.PreparedStatement"", ""Java.Sql.PreparedStatement is related to Java.Sql.Date because you can set a date on a Java.Sql.PreparedStatement"", ""Java.Sql.Date""); (""Java.Sql.ResultSet"", ""Java.Sql.ResultSet is related to Java.Sql.Date because you can get a date from a Java.Sql.ResultSet"", ""Java.Sql.Date"")"
"Actually, java.sql.Date extends java.util.Date, so anything you can do with a java.util.Date you can also do with a java.sql.Date.",NULL
"The biggest difference between java.sql.Date and java.util.Date is that the java.sql.Date only keeps the date, not the time, of the date it represents.",NULL
"So, for instance, if you create a java.sql.Date using the date and time 2009-12-24 23:20, then the time (23:20) would be cut off.","(""Date"", ""The Date class is part of the sql package, indicating a relationship between the two entities."", ""sql""); (""Java"", ""The Java programming language utilizes the sql package, establishing a connection between the two entities."", ""sql"")"
"If you need to keep the time, use a java.sql.Timestamp instead.","(""Java"", ""Java is related to Sql because Sql is a package within Java"", ""Sql""); (""Sql"", ""Sql is related to Timestamp because Timestamp is a class within the Sql package"", ""Timestamp"")"
"If you need to set a date + time on a java.sql.PreparedStatement or get a date + time from a java.sql.ResultSet, you will interact with java.sql.Timestamp.",NULL
"Actually, java.sql.Timestamp extends java.util.Date, so anything you can do with a java.util.Date you can also do with a java.sql.Timestamp.",NULL
"The biggest difference between java.sql.Date and java.sql.Timestamp is that the java.sql.Date only keeps the date, not the time, of the date it represents.",NULL
One difference in the java.sql.Timestamp from its superclass java.util.Date is its ability to hold the nanoseconds of a date too.,NULL
You can get and set the nanoseconds using the getNanos() and setNanos().,NULL
Java's java.util.Calendar class is used to do date and time arithmetic.,"(""java.util"", ""The java.util package contains the Calendar class, indicating a relationship between the two."", ""Calendar""); (""Java"", ""The Java class is related to the Calendar class because Java is the programming language in which the Calendar class is used."", ""Calendar"")"
"Whenever you have something slightly more advanced than just representing a date and time, this is the class to use.",NULL
"Java only comes with a Gregorian calendar implementation, the java.util.GregorianCalendar class.","(""GregorianCalendar"", ""GregorianCalendar is part of the java.util package"", ""java.util"")"
"The Calendar class has a couple of methods you can use to access the year, month, day, hour, minutes, seconds, milliseconds and time zone of a given date.",NULL
The Calendar class has a corresponding set() method so you can set these fields too.,NULL
"The add() method is really handy when doing date arithmetics like adding or subtracting years, months, days, hours etc.",NULL
"To subtract from the fields call the add() method with negative values, like this:",NULL
There are a few minor traps in the Calendar class that you should be aware of to avoid unnecessary headaches.,NULL
The MONTH field of the Calendar class does not go from 1 to 12 like they do when we write dates otherwise.,NULL
"That means that 1 = sunday, 2 = monday, ..., 7 = saturday.",NULL
If you need to do heavy or complex date and time calculations it is a good idea to read the class documentation for java.util.Calendar in the official JavaDoc's.,"(""java.util.Calendar"", ""java.util.Calendar is a class in the Java package"", ""Java""); (""java.util.Calendar"", ""java.util.Calendar's documentation can be found in JavaDoc"", ""JavaDoc"")"
The class documentation contains more detail about the specific behaviour of the class.,NULL
Today most of the methods in the class are deprecated in favor of the java.util.Calendar class.,"(""Methods"", ""The methods are part of the class, indicating a relationship between them"", ""Today""); (""Java.Util.Calendar"", ""The methods in the class are deprecated in favor of the java.util.Calendar class, indicating a replacement relationship"", ""Methods"")"
You can still use the java.util.Date class to represent a date though.,NULL
"You can access the date and time contained in a java.util.Date instance using the getTime() method, like this:",NULL
"You can also create a java.util.Date from a time in milliseconds, like this:","(""Java"", ""Java is a package that contains the Util package"", ""Util""); (""Util"", ""Util is a package that contains the Date class"", ""Date"")"
You can compare java.util.Date instance because the class implements the java.lang.Comparable interface.,NULL
"The comparison follows the rules for the Comparable interface, meaning the compareTo() method returns:",NULL
"The Java TimeZone class is a class that represents time zones, and is helpful when doing calendar arithmetics across time zones.",NULL
The java.util.TimeZone class is used in conjunction with the java.util.Calendar class.,NULL
Note: In the Java 8 date time API the time zones are represented by the java.time.ZoneId class.,"(""Java 8 date time API"", ""The java.time.ZoneId class is part of the Java 8 date time API, representing time zones."", ""java.time.ZoneId""); (""Java"", ""The Java 8 date time API is a part of the Java package."", ""Java 8 date time API""); (""Java"", ""The java.time.ZoneId class is part of the Java package, specifically in the Java 8 date time API."", ""java.time.ZoneId""); (""8"", ""The Java 8 date time API is a part of the Java package, specifically version 8."", ""Java 8 date time API"")"
But you only need to use the ZoneId class if you are using the Java 8 date time classes (like the ZonedDateTime class).,"(""ZoneId"", ""The ZoneId class is related to the ZonedDateTime class because ZoneId is used in conjunction with ZonedDateTime when working with Java 8 date time classes."", ""ZonedDateTime""); (""ZoneId"", ""The ZoneId class is related to Java 8 because it is part of the Java 8 date time classes."", ""Java 8"")"
If you use a Calendar (from the Java 7 and earlier date time API) you can still use the java.util.TimeZone class.,"(""Calendar"", ""The Calendar class is part of the Java package, indicating a relationship between the two entities."", ""Java""); (""java.util.TimeZone"", ""The java.util.TimeZone class is part of the Java package, indicating a relationship between the two entities."", ""Java"")"
The first method (TimeZone.getDefault()) returns the default time zone for the system (computer) this program is running on.,"(""TimeZone"", ""The TimeZone class contains the getDefault method, indicating a relationship between the two."", ""getDefault""); (""getDefault"", ""The getDefault method returns the default time zone, indicating a relationship between the method and the time zone."", ""default time zone"")"
"The second method (TimeZone.getTimeZone(""Europe/Copenhagen"")) returns the TimeZone corresponding to the given time zone ID (in this example ""Europe/Copenhagen"").",NULL
"The getOffset() method returns the offset in milliseconds for the given time zone to UTC, at the given time.","(""GetOffset"", ""The getOffset() method is related to Time Zone because it returns the offset in milliseconds for the given time zone to UTC."", ""Time Zone""); (""Time Zone"", ""Time Zone and UTC are related because the offset is calculated from the given time zone to UTC."", ""UTC"")"
The Calendar class is capable of converting the date and time between time zones.,"(""Calendar"", ""The Calendar class is capable of converting the date and time between time zones, indicating a relationship between the Calendar class and the date."", ""date""); (""Calendar"", ""The Calendar class is capable of converting the date and time between time zones, indicating a relationship between the Calendar class and the time."", ""time"")"
"Here is a list of the available time zone ids in the TimeZone class, printed as returned by TimeZone.getAvailableIDs().",NULL
"It is possible to both parse dates from strings, and format dates to strings, using Java's java.text.SimpleDateFormat class.","(""SimpleDateFormat"", ""SimpleDateFormat is a part of the java.text package"", ""java.text""); (""Java"", ""Java has a class called SimpleDateFormat"", ""SimpleDateFormat"")"
It is also possible to parse and format dates using the newer Java DateTimeFormatter which is able to parse and format dates from and to the newer date time classes added in Java 8.,"(""DateTimeFormatter"", ""The DateTimeFormatter class is related to Java 8 because it is able to parse and format dates from and to the newer date time classes added in Java 8."", ""Java 8""); (""Java"", ""Java 8 is a version of the Java package, indicating a relationship between the two."", ""Java 8"")"
"Even though both classes for parsing and formatting dates are covered in more detail in their own texts, I will show you a few examples of how to use them below.","(""Classes"", ""Classes is related to Parsing because both are classes for parsing and formatting dates"", ""Parsing""); (""Classes"", ""Classes is related to Formatting because both are classes for parsing and formatting dates"", ""Formatting"")"
Here is an example of how to format and parse a date using the SimpleDateFormat class.,NULL
The string passed as parameter to the SimpleDateFormat class is a pattern that tells how the instance is to parse and format dates.,NULL
"For a full list, see the official JavaDoc for the SimpleDateFormat class.",NULL
Another way to format dates is to use the DateTimeFormatter which works with the newer date time classes added in Java 8.,NULL
In the example above we use the DateTimeFormatter.BASIC_ISO_DATE instance which is configured to parse and format dates using the ISO date time format.,NULL
"Exceptions are regular Java classes that extends java.lang.Exception, or any of the other built-in exception classes.","(""Exceptions"", ""Exceptions are related to java.lang.Exception because they extend it"", ""java.lang.Exception""); (""Java"", ""Java is related to Exceptions because Exceptions are regular Java classes"", ""Exceptions"")"
"If a method declares that it throws an exception A, then it is also legal to throw subclasses of A.",NULL
"In the example above the ""System.out.println(result);"" statement will not get executed if an exception is thrown fromt the divide method.","(""System"", ""System is a class that contains the out class"", ""out""); (""System"", ""The divide method is not directly related to the System class in this context, but it is mentioned as a method that may throw an exception"", ""divide""); (""out"", ""out is a class that contains the println method"", ""println"")"
"In the example above the ""System.out.println(""Division attempt done"");"" statement will always get executed.","(""System"", ""System is a class that contains out as a static field"", ""out""); (""out"", ""out is an object that has a method called println"", ""println"")"
Here is how the callDivide() method would look in that case.,NULL
"Thus the ""System.out.println(result);"" method will not get executed if an exception is thrown from the divide method.",NULL
"If the reader.read() method call throws an IOException, the following System.out.println((char) i ); is not executed.","(""Reader"", ""The Reader class has a method called Read, indicating a relationship between the two."", ""Read""); (""System"", ""The System class has a method called Println, indicating a relationship between the two."", ""Println""); (""Read"", ""The Read method is related to the System class because the outcome of the Read method call affects the execution of the System.out.println statement."", ""System"")"
"Neither is the last reader.close() or the System.out.println(""--- File End ---""); statements.","(""Reader"", ""The Reader class has a close method, indicating a relationship between the two."", ""close"")"
Instead the program skips directly to the catch(IOException e){ ... } catch clause.,NULL
"If an exception is thrown from the reader.read() method then program execution is halted, and the exception is passed up the call stack to the method that called openFile().","(""Reader"", ""The Reader class contains the Read method, indicating a relationship between the two."", ""Read""); (""Read"", ""The Read method is called by the Openfile method, as indicated by the call stack, showing a relationship between the two methods."", ""Openfile"")"
"If the calling method also just throws the method on, the calling method is also interrupted at the openFile() method call, and the exception passed on up the call stack.","(""Calling Method"", ""The calling method is related to the OpenFile() method because it calls the OpenFile() method and is interrupted at that method call."", ""OpenFile()""); (""Calling Method"", ""The calling method is related to the call stack because the exception is passed on up the call stack from the calling method."", ""Call Stack"")"
That is why the previous example had the reader.close() method call in the finally block wrapped in a try-catch block:,NULL
"That way the System.out.println(""--- File End ---""); method call will always be executed.","(""System.out.println"", ""The System.out.println method is a part of the System class, indicating a relationship between the two entities."", ""System"")"
Notice how the two exception class names in the first catch block are separated by the pipe character |.,NULL
The pipe character between exception class names is how you declare multiple exceptions to be caught by the same catch clause.,NULL
If storeDataFromUrl() wants to call readDataFromUrl() it has only two choices.,NULL
Notice how the readDataFromUrl() method no longer declares that it throws BadUrlException.,NULL
"The storeDataFromUrl() method can still choose to catch the exception but it no longer has to, and it no longer has to declare that it propagates the exception.",NULL
As you can see the readNumberFromUrl() needs to declare throwing both the BadUrlException and the BadNumberException that are thrown from the readDataFromUrl() and converData() methods.,"(""ReadNumberFromUrl"", ""The ReadNumberFromUrl method declares throwing the BadUrlException, indicating a relationship between the two entities."", ""BadUrlException""); (""ReadNumberFromUrl"", ""The ReadNumberFromUrl method declares throwing the BadNumberException, indicating a relationship between the two entities."", ""BadNumberException""); (""ReadDataFromUrl"", ""The BadUrlException is thrown from the ReadDataFromUrl method, indicating a relationship between the two entities."", ""BadUrlException""); (""ConverData"", ""The BadNumberException is thrown from the ConverData method, indicating a relationship between the two entities."", ""BadNumberException""); (""ReadNumberFromUrl"", ""The ReadNumberFromUrl method is related to the ReadDataFromUrl method as it needs to declare throwing exceptions thrown by ReadDataFromUrl."", ""ReadDataFromUrl"")"
Imagine how many exceptions would need to be declared at the top level methods of an application with thousands of classes.,"(""Exceptions"", ""Exceptions are related to Methods because they need to be declared at the top level of methods in an application."", ""Methods""); (""Methods"", ""Methods are related to Application because they are part of the application's structure."", ""Application""); (""Exceptions"", ""Exceptions are related to Application because they are handled within the application's scope."", ""Application""); (""Classes"", ""Classes are related to Application because the application is composed of thousands of classes."", ""Application"")"
As you can see the readNumberFromUrl() method now only declares throwing ApplicationException.,NULL
Notice how the readNumberFromUrl() method does not declare throwing the ApplicationException even if it throws it.,NULL
All exceptions thrown in the application must be a subclass of the base exception.,NULL
As you know a method throwing Exception may also throw any subclass of Exception.,NULL
They are subclasses of the ApplicationException so they will get propagated up the call stack.,NULL
Argument 5 (Pro Unchecked Exceptions) Checked exceptions declared on methods become part of a the class or interface contract.,"(""Argument 5"", ""Argument 5 is related to Pro Unchecked Exceptions as it is mentioned alongside it in the context of exceptions"", ""Pro Unchecked Exceptions""); (""Pro Unchecked Exceptions"", ""Pro Unchecked Exceptions is related to Checked exceptions as they are both types of exceptions being discussed"", ""Checked exceptions""); (""Checked exceptions"", ""Checked exceptions are related to methods because they are declared on methods"", ""methods""); (""methods"", ""methods are related to class or interface contract because checked exceptions declared on methods become part of the contract"", ""class or interface contract"")"
The only requirement is that the new exceptions thrown are subclasses of the base exception.,NULL
Anders Hejlsberg on checked vs. unchecked exceptions http://www.artima.com/intv/handcuffs.html James Gosling on checked exceptions http://www.artima.com/intv/solid.html Bill Venners on Exceptions http://www.artima.com/interfacedesign/exceptions.html Bruce Eckel on checked exceptions http://www.artima.com/intv/typingP.html Designing with Exceptions (Bill Venners - www.artima.com) http://www.artima.com/designtechniques/desexcept.html Effective Java (Joshua Bloch - Addison Wesley 2001) Daniel Pietraru - in favor of checked exceptions Exceptional Java - Checked exceptions are priceless茂驴�?For everything else there is the RuntimeException,NULL
Checked exceptions declared on methods become part of a the class or interface contract.,"(""Exceptions"", ""Exceptions are declared on methods"", ""Methods""); (""Methods"", ""Methods become part of a class contract"", ""Class""); (""Methods"", ""Methods become part of an interface contract"", ""Interface"")"
As you can see the method1() throws an EnrichableException which is a superclass for enrichable exceptions.,NULL
"Notice how method2() calls the addInfo() method on the caught EnrichableException, and rethrow it afterwards.","(""method2"", ""method2() calls the addInfo() method on the caught EnrichableException"", ""EnrichableException""); (""method2"", ""method2() calls the addInfo() method"", ""addInfo"")"
"Notice how method1() adds the code ""ERROR1"" to the thrown EnrichableException to uniquely identify that error cause.",NULL
But notice too that method1() is called from both method2() and method3().,"(""Method2"", ""Method2 calls Method1"", ""Method1"")"
"Though the error may seem the same to method1() no matter which of method2() and method3() that called it, this may important to know for the developer investigating the error.","(""Method1"", ""Method1 is related to Method2 because Method2 is one of the methods that called Method1, which may be relevant for error investigation."", ""Method2""); (""Method1"", ""Method1 is related to Method3 because Method3 is one of the methods that called Method1, which may be relevant for error investigation."", ""Method3"")"
Here is an example where the addInfo() method has been changed to accommodate this:,NULL
Two new parameters have been added to the addInfo() method and the constructor of the EnrichableException.,"(""EnrichableException"", ""The addInfo() method is a part of the EnrichableException class, indicating a relationship between the two."", ""addInfo()""); (""EnrichableException"", ""The constructor is a part of the EnrichableException class, indicating a relationship between the two."", ""constructor"")"
An error identification for an exception thrown by method1() when called from method2() will now look like this:,NULL
When method1() is called from method3() the error identification will look like this:,NULL
As you can see it is now possible to distinguish an exception thrown from method1() via method2() from the same exception thrown from method1() via method3().,"(""Method1"", ""Method1 and Method2 are related because an exception thrown from Method1 can be distinguished when it is called via Method2."", ""Method2""); (""Method1"", ""Method1 and Method3 are related because an exception thrown from Method1 can be distinguished when it is called via Method3."", ""Method3"")"
"Here is an example where method1() catches a non-enrichable exception and wraps it in an enrichable exception, and throws the enrichable exception:","(""Method1"", ""Method1 is related to Exception because it catches and wraps a non-enrichable exception in an enrichable exception"", ""Exception"")"
Exceptions caught in the program will be passed to the handleException() which will decide what concrete exception to throw instead.,NULL
If the EnrichableException is unchecked it is not necessary to declare it in the handleException() method.,NULL
You may need to change the class definition to suit your own needs.,NULL
"If an exception is thrown from within the try block, and another exception is thrown from the input.close() call in the finally block, both exceptions are preserved in the MyException instance, and propagated up the call stack.","(""MyException"", ""MyException is related to try because an exception thrown from within the try block is preserved in the MyException instance"", ""try""); (""MyException"", ""MyException is related to finally because an exception thrown from the input.close() call in the finally block is preserved in the MyException instance"", ""finally""); (""try"", ""try and finally are related because they are both blocks in the same exception handling mechanism"", ""finally""); (""try"", ""try is related to input.close because the input.close() call is made after the try block"", ""input.close"")"
"RuntimeExceptions thrown from the try-block are not preserved, if the input.close() call also throws an exception.","(""RuntimeException"", ""The RuntimeException is thrown from the try-block, indicating a clear relationship between the two entities as the try-block is the source of the exception."", ""try-block""); (""try-block"", ""The try-block contains the input.close call, suggesting a relationship between the try-block and the input.close method, as the latter is executed within the scope of the former."", ""input.close"")"
Notice how the process() method calls the doProcess() method inside the try-catch block.,NULL
"You will use the template by subclassing it, and overriding the doProcess() method.",NULL
"This example creates an anonymous subclass of the InputStreamProcessingTemplate class, instantiates an instance of the subclass, and calls its process() method.",NULL
"You will typically also get more help from your IDE's code completion when writing it, because the IDE will recognize both the doProcess() and process() methods.",NULL
Instead of subclassing the InputStreamProcessingTempate you could rewrite it to take an instance of an InputStreamProcessor interface.,NULL
"This is the InputStreamProcessor, which is called from inside the try block (processor.process(input)).",NULL
"It doesn't look much different from the previous usage, except the call to the InputStreamProcessingTemplate.process() method is now closer to the top of the code.",NULL
Notice how the call to the template's process() method is now a static method call.,NULL
"The advantage of exception hierarchies is that if you decide to catch (using try-catch) a certain exception in the hierarchy, then you will automatically also catch all subclasses of that exception too.","(""Exception"", ""The Exception class is related to the Try method because exceptions are often caught using a try-catch block."", ""Try""); (""Exception"", ""The Exception class is related to the Catch method because exceptions are often caught using a catch block."", ""Catch"")"
"In the example with FileNotFoundException, if you catch IOException which is the superclass of FileNotFoundException, you will also catch FileNotFoundException.",NULL
"But, multiple catch blocks can also be used in the case where all the exceptions thrown inside the try-block are the same type or subclasses of that type.","(""Catch"", ""The catch block is used in conjunction with the try-block to handle exceptions."", ""Try-Block""); (""Catch"", ""The catch block is used to catch and handle exceptions that are thrown."", ""Exceptions"")"
"The fact that FileNotFoundException is a subclass of IOException gives us the choice of either treating all IOExceptions the same, or catch some of IOExceptions subclasses individually, as is done in the code example above.",NULL
"If the catch(FileNotFoundException e) block is removed any FileNotFoundException will be caught by the catch(IOException e) block, since FileNotFoundException is a subclass of IOException.",NULL
"If a method can throw either a certain exception A, or any subclasses of A (Asub), then it is enough to declare in the method declaration that the method throws A.",NULL
It is then allowed to throw subclasses of A from the method too.,NULL
"You are allowed to declare the subclasses in the throws clause of the method, even if you don't really need to.","(""Subclasses"", ""Subclasses are declared in the throws clause of the Method"", ""Method""); (""Throws Clause"", ""The throws clause is a part of the Method"", ""Method"")"
"As long as the superclass of any declared exception is also declared thrown, it doesn't have any effect on the code to include the throwing of the subclass.","(""Superclass"", ""The superclass is related to the exception because it is the superclass of any declared exception."", ""Exception""); (""Superclass"", ""The superclass is related to the subclass because the subclass is a subclass of the superclass."", ""Subclass"")"
"It is still possible to handle the two exceptions with each their own catch-block as shown earlier, even if only the superclass is declared thrown.","(""Exception"", ""The Exception is handled by the Catch-Block, indicating a relationship between the two entities."", ""Catch-Block""); (""Superclass"", ""The Superclass is related to the Exception, as the Exception is a subclass of the Superclass."", ""Exception"")"
"If you need more granularity on the exceptions thrown, for instance because you think the exceptions may be handled differently, then add new exceptions as subclasses of your API or application base exception.","(""API"", ""The API is related to Exceptions because the text mentions adding new exceptions as subclasses of the API or application base exception, indicating that the API is a source of exceptions."", ""Exceptions""); (""Application"", ""The Application is related to Exceptions because the text mentions adding new exceptions as subclasses of the API or application base exception, indicating that the Application is also a source of exceptions."", ""Exceptions""); (""API"", ""The API is related to the Base Exception because the text mentions that new exceptions should be added as subclasses of the API or application base exception, indicating that the API has a base exception."", ""Base Exception"")"
"In Mr. Persister we could add a ConnectionOpenException, QueryException, UpdateException, CommitException, and ConnectionCloseException as subclasses of PersistenceException.","(""ConnectionOpenException"", ""ConnectionOpenException is a subclass of PersistenceException"", ""PersistenceException""); (""QueryException"", ""QueryException is a subclass of PersistenceException"", ""PersistenceException""); (""UpdateException"", ""UpdateException is a subclass of PersistenceException"", ""PersistenceException""); (""CommitException"", ""CommitException is a subclass of PersistenceException"", ""PersistenceException""); (""ConnectionCloseException"", ""ConnectionCloseException is a subclass of PersistenceException"", ""PersistenceException""); (""Mr. Persister"", ""Mr. Persister could have ConnectionOpenException as a subclass of PersistenceException"", ""ConnectionOpenException""); (""Mr. Persister"", ""Mr. Persister could have QueryException as a subclass of PersistenceException"", ""QueryException""); (""Mr. Persister"", ""Mr. Persister could have UpdateException as a subclass of PersistenceException"", ""UpdateException""); (""Mr. Persister"", ""Mr. Persister could have CommitException as a subclass of PersistenceException"", ""CommitException""); (""Mr. Persister"", ""Mr. Persister could have ConnectionCloseException as a subclass of PersistenceException"", ""ConnectionCloseException"")"
Summary In this text we have seen that exception hierarchies can be created by subclassing exception classes.,NULL
"It is a good idea to create a base exception for your API or application, and have all other exceptions subclass this base exception.","(""Exception"", ""The Exception is related to the Base Exception because the text suggests that all other exceptions should subclass this base exception, indicating a subclass relationship."", ""Base Exception""); (""API"", ""The API is related to the Exception because the text mentions creating a base exception for your API, indicating that the API uses or defines exceptions."", ""Exception"")"
Individual subclasses makes it possible (but not obligatory) to catch and handle these individual exceptions differently.,"(""Individual"", ""Individual is a class that has subclasses"", ""subclasses""); (""subclasses"", ""subclasses can catch and handle exceptions"", ""exceptions"")"
In this text we have seen that exception hierarchies can be created by subclassing exception classes.,NULL
Exception wrapping is a standard feature in Java since JDK 1.4.,"(""Exception"", ""Exception is a part of the Java ecosystem, which provides a standard feature of exception wrapping"", ""Java""); (""Java"", ""Java is closely related to JDK, as JDK is a specific implementation of the Java platform"", ""JDK"")"
They also have a getCause() method that will return the wrapped exception.,NULL
"When a request is successfully processed, you can write the whole execution context object to a log file, as a single, coherent structure (e.g.","(""Request"", ""The request is related to the execution context because the execution context object is written to a log file after a request is successfully processed."", ""Execution Context""); (""Execution Context"", ""The execution context is related to the log because the whole execution context object is written to a log file as a single, coherent structure."", ""Log""); (""Request"", ""The request is related to the log because when a request is successfully processed, the execution context object is written to a log file."", ""Log""); (""Write"", ""The write method is related to the log because it is used to write the execution context object to a log file."", ""Log""); (""Write"", ""The write method is related to the execution context because it is used to write the whole execution context object to a log file."", ""Execution Context"")"
"It's implemented as a single class called ExecutionContext, which keeps all calls to it internally in a list.",NULL
Notice how each method ( level1() to level3() ) calls the ExecutionContext.,"(""level1()"", ""level1() method calls the ExecutionContext"", ""ExecutionContext""); (""level2()"", ""level2() method calls the ExecutionContext"", ""ExecutionContext"")"
"Therefore, I have developed an ExecutionContextTree class, which can contain this information.",NULL
